sequenza,livello,n_eventi,n_chars,frequenza,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A2,tipo,corpus,titolo
b,lettere,593,60000,0.009883333333333333,1.126283946386214,0.00921110206995592,1.0828018574075822,True,101.26858108108108,114.17312747864092,1.127428924744465,0.05989808790428622,1.035267358793005,1.1098500387513734,lettera,grok_v01,Albert Einstein
the,parole,329,60000,0.005483333333333333,1.1372186273003242,0.003747235769811562,1.1304940224433406,True,182.2560975609756,187.19337405454064,1.0270897740028326,0.013363874826983728,0.8937109832871984,1.0397596455078877,funzione,grok_v01,Albert Einstein
and,parole,229,60000,0.0038166666666666666,1.1503184100297856,0.017374349040342525,1.04162988333699,True,261.9429824561403,252.50840487404562,0.9639823235819099,-0.01833910416892197,0.9905123006232804,1.0416526636196124,funzione,grok_v01,Albert Einstein
in,parole,219,60000,0.00365,1.0421595438300346,0.010924803835201146,0.9949372382045633,True,273.8073394495413,251.31827461061704,0.9178653688241667,-0.04282606720522286,0.9570828572563564,0.99075208507589,funzione,grok_v01,Albert Einstein
of,parole,195,60000,0.00325,1.158554721897207,0.006128190785376403,1.1215780724010056,True,307.7216494845361,358.74949021698114,1.1658246692032286,0.07656421665204909,1.03531799553778,1.1164252557102625,funzione,grok_v01,Albert Einstein
to,parole,178,60000,0.0029666666666666665,1.0298511482487738,0.004985765255010903,0.9975575181274933,True,333.7231638418079,313.23522089336484,0.938607968615104,-0.031668100192919865,0.9440256113354734,0.9652990752767859,funzione,grok_v01,Albert Einstein
his,parole,105,60000,0.00175,1.3357665872350672,0.02424290043528592,1.1884177693710833,True,572.5096153846154,847.4235996172164,1.480191034080558,0.19361050317584577,0.9920437601954056,1.226733120574871,funzione,grok_v01,Albert Einstein
einstein,parole,137,60000,0.0022833333333333334,0.9470152623049298,0.02018032745855885,0.8406947958704698,True,440.3382352941176,295.5905631879198,0.6712807099081104,-0.19668706049384313,1.0275994038779341,0.7951445916048981,keyword,grok_v01,Albert Einstein
einstein's,parole,34,60000,0.0005666666666666667,1.1736644679811774,0.007360270502743196,1.1380395371574787,True,1767.7272727272727,1947.1118077926224,1.1014774947656902,0.04828864216649852,0.9120954897044472,1.0429466189005765,keyword,grok_v01,Albert Einstein
relativity,parole,36,60000,0.0006,1.2152452095805404,0.01952035150631151,1.111275106062029,True,1674.9714285714285,3412.674097999934,2.037452125921085,0.3415534082225198,0.9999389542155243,1.189449141523748,keyword,grok_v01,Albert Einstein
quantum,parole,28,60000,0.00046666666666666666,1.3359320658575133,0.022021839207277266,1.211386089806069,True,1972.5925925925926,4103.783013262643,2.0804007014286774,0.3507338187942861,0.9209219776667593,1.330344627406718,keyword,grok_v01,Albert Einstein
theory,parole,35,60000,0.0005833333333333334,1.1177216126696305,0.018254440960477552,0.9997505914362425,True,1750.1176470588234,3682.873966402654,2.1043579399316052,0.3557443958785037,1.0300856341990736,1.151236136049474,keyword,grok_v01,Albert Einstein
field,parole,25,60000,0.0004166666666666667,1.3182057867800774,0.0075229575964926585,1.273526909258479,True,2411.375,4873.063198873722,2.020864941733958,0.33793796194939707,1.003257013965219,1.2201850946569481,keyword,grok_v01,Albert Einstein
light,parole,25,60000,0.0004166666666666667,1.2833718362353645,0.016236039935992257,1.1907702717296174,True,2480.0416666666665,6301.582537462258,2.540918010434875,0.4351747218924249,0.992069390363438,1.2442403755511255,keyword,grok_v01,Albert Einstein
as,parole,86,60000,0.0014333333333333333,0.9294144110099329,0.009397905179262544,0.9812588790649741,True,685.2352941176471,550.6785780821181,0.8036342885566149,-0.10887224349706152,0.9840117637428789,0.8934623259644279,appaiata,grok_v01,Albert Einstein
where,parole,33,60000,0.00055,1.0105940885210543,0.008287783945602622,0.9636476472807332,True,1815.375,1855.451249348707,1.0220760169930219,0.010917501027409711,1.0045403972497793,0.9133943575261595,appaiata,grok_v01,Albert Einstein
which,parole,31,60000,0.0005166666666666667,0.8471910773708772,0.00785684493854979,0.8849870498968193,True,1990.4666666666667,1660.4277955899847,0.8341902044361379,-0.09039945539063375,0.988733744648028,0.8788200134990217,appaiata,grok_v01,Albert Einstein
an,parole,25,60000,0.0004166666666666667,0.9662428657187185,0.003028519288852626,0.971872725563626,True,2331.4583333333335,1903.522112551103,0.8164512680051196,-0.10104798032729996,0.9558737501877802,0.9673818665809111,appaiata,grok_v01,Albert Einstein
later,parole,23,60000,0.00038333333333333334,0.9926377053726747,0.008534775933688763,0.9518621096826185,True,2610.1363636363635,2921.937343212947,1.1194577355882631,0.05636240514845992,0.9697186121577944,0.9985930835399404,appaiata,grok_v01,Albert Einstein
though,parole,23,60000,0.00038333333333333334,0.7641160146308165,0.028134905756980095,0.9306096882753873,True,2605.909090909091,1403.9237161846795,0.5387462368055633,-0.2997594744095032,0.9911696075734561,0.7715935675110731,appaiata,grok_v01,Albert Einstein
without,parole,23,60000,0.00038333333333333334,0.9856148035278575,0.012277986106546608,1.0299512196909084,True,2549.590909090909,2812.93386340906,1.1032883171096846,0.049108016371061436,1.0128715829220274,0.9888693956911515,appaiata,grok_v01,Albert Einstein
vocali,vc,18924,60000,0.3154,1.2361515823992513,0.0073504460740298205,1.1890853714740428,True,3.1705332135496485,1.7134713314784416,0.540436329181388,-0.2983334410600608,0.9948524328508247,0.9455763680587447,vocali,grok_v01,Alexander the Great
spazio,lettere,8570,60000,0.14283333333333334,0.9837626793245009,0.009599193798492837,0.9529190832229801,True,7.0,3.1016471031643325,0.44309244330919034,-0.3859125998981406,0.9368194438379039,0.9376102617682744,spazio,grok_v01,Alexander the Great
e,lettere,5821,60000,0.09701666666666667,1.0295134557526118,0.006199305141629771,0.9989727265463708,True,10.300687285223368,8.846126875037994,0.8587899651830045,-0.07596879554010978,1.0054495622650712,0.9243436690102754,lettera,grok_v01,Alexander the Great
a,lettere,4594,60000,0.07656666666666667,1.0324812737171625,0.00989164922907654,0.9770357678653991,True,13.055954713694753,11.085612945670798,0.8490848190552309,-0.08161614837218638,1.0035219676606741,0.9285206784331814,lettera,grok_v01,Alexander the Great
i,lettere,4274,60000,0.07123333333333333,1.1454669475093189,0.01028535934212837,1.0806187110199876,True,14.025509010063187,12.079076024369805,0.8612219360953793,-0.07456287786708578,0.9802923710160076,1.0075021129373443,lettera,grok_v01,Alexander the Great
n,lettere,4018,60000,0.06696666666666666,1.1394612882057502,0.011354316631580623,1.0712389800514968,True,14.926562111028131,12.309801343612799,0.8246909939508441,-0.09607599677443174,1.0012438238832237,0.9688988035601062,lettera,grok_v01,Alexander the Great
t,lettere,3714,60000,0.0619,1.0667240723510338,0.006363382435217011,1.0517228642194858,True,16.154861298141665,13.912441277271434,0.8611922455113754,-0.07458001978215108,0.9569366954560802,0.9790147177839718,lettera,grok_v01,Alexander the Great
r,lettere,3460,60000,0.057666666666666665,1.0099109543838298,0.008748753253355316,0.9841323132667255,True,17.342006360219717,14.519132453205088,0.8372233380394826,-0.08859927837310072,1.0547471148824343,1.053430006475118,lettera,grok_v01,Alexander the Great
s,lettere,3315,60000,0.05525,1.0397359402530832,0.004754146847872018,1.0563706001665816,True,18.08086904043452,17.11053469515871,0.9463336445219619,-0.027573050298485217,1.001259254272799,0.9629477170556674,lettera,grok_v01,Alexander the Great
o,lettere,2998,60000,0.049966666666666666,1.152249366354366,0.004374498635296219,1.1249777315585552,True,20.006673340006675,18.518888226328606,0.9256355572766316,-0.03861812918979322,0.9560528974655792,0.9906041229773342,lettera,grok_v01,Alexander the Great
d,lettere,2231,60000,0.03718333333333333,1.0147917844688903,0.00782838409610668,0.9640646592133182,True,26.883408071748878,23.25038469701714,0.8648600145846242,-0.07246655746730493,1.0214958188059606,0.9895349447776063,lettera,grok_v01,Alexander the Great
l,lettere,2125,60000,0.035416666666666666,1.0581942184293218,0.0087415704983535,1.0254984878674387,True,28.225047080979284,26.79382057940423,0.9492923254487837,-0.026013376182323952,0.98589772829202,1.0739291843635506,lettera,grok_v01,Alexander the Great
h,lettere,1802,60000,0.030033333333333332,1.1199285689808742,0.009271608226858281,1.074343754797628,True,33.27706829539145,32.04748857312812,0.963050238940862,-0.01882262630174649,0.9541770058488153,0.9126399556975796,lettera,grok_v01,Alexander the Great
c,lettere,1779,60000,0.02965,1.0511739494996142,0.017662479602489334,0.9624063522032984,True,33.68447694038245,29.03245609294397,0.8618942233934044,-0.07417487785900657,1.0034628318834646,0.9603920596880836,lettera,grok_v01,Alexander the Great
p,lettere,1286,60000,0.021433333333333332,1.096000555476424,0.002541265253462354,1.0883679854512922,True,46.52295719844358,47.26714174844383,1.0159960715056424,0.007934574740364379,1.012233079327191,1.0032955763160853,lettera,grok_v01,Alexander the Great
u,lettere,1237,60000,0.020616666666666665,0.9818652010475047,0.0047040631126882,0.9926066012740176,True,48.33009708737864,43.34073006890338,0.8967648045594714,-0.05442698809697982,1.0104585879505141,0.9734277928142379,lettera,grok_v01,Alexander the Great
m,lettere,1218,60000,0.0203,0.9604461028210577,0.0075107755299882555,0.9957142397802822,True,49.19391947411668,46.46815755917344,0.9445914872390399,-0.028493651815595475,0.9886035755102341,0.9799864050613838,lettera,grok_v01,Alexander the Great
g,lettere,1205,60000,0.020083333333333335,1.000482931489397,0.016643484944567417,0.9059843810043041,True,49.74750830564784,47.55635623018966,0.9559545362152455,-0.02251865417586957,0.9704023749189871,0.9687257199088841,lettera,grok_v01,Alexander the Great
f,lettere,896,60000,0.014933333333333333,1.009607319504092,0.011741372627123183,1.0369385361961139,True,66.83016759776537,61.15753473891019,0.9151186797406019,-0.04432170243929483,1.0949189182046932,1.0350067756671841,lettera,grok_v01,Alexander the Great
y,lettere,750,60000,0.0125,0.9775981436060877,0.008230833224745819,0.9550876356022143,True,79.69025367156209,78.52425745691687,0.9853683962476667,-0.007369717267579616,0.96989611665742,0.9225893546568376,lettera,grok_v01,Alexander the Great
b,lettere,659,60000,0.010983333333333333,1.2423362166383773,0.016024012283772544,1.1369666342464533,True,90.99544072948328,93.69927434439903,1.0297139460311409,0.014639474734478207,1.0398132159840412,1.0304516307932736,lettera,grok_v01,Alexander the Great
the,parole,384,60000,0.0064,1.2399256905198417,0.011381963503160362,1.1732255780544516,True,156.4308093994778,186.66940228614524,1.1933033077227586,0.08813341366974894,0.9766657614016298,1.1355757314425567,funzione,grok_v01,Alexander the Great
and,parole,330,60000,0.0055,0.9151811284792755,0.010339499095022272,0.9092010897376172,True,181.48632218844986,128.42367701652472,0.7076217946781328,-0.17121953247087546,0.976568472065745,0.9249735315972439,funzione,grok_v01,Alexander the Great
to,parole,207,60000,0.00345,1.074174888548212,0.006566493032375997,1.0721754857016859,True,290.3495145631068,274.7601067623462,0.9463081320310859,-0.02758651987590654,0.909301506380491,1.0464519791720002,funzione,grok_v01,Alexander the Great
of,parole,198,60000,0.0033,1.083416399770343,0.006819531846532821,1.0336741996138925,True,301.28934010152284,277.78286289186207,0.9219803886797322,-0.040593344125567185,1.0180050365254907,0.9905479931429264,funzione,grok_v01,Alexander the Great
in,parole,182,60000,0.003033333333333333,0.9939723365365744,0.009864405581008777,1.0385944515615666,True,329.42541436464086,333.74378265614615,1.0131087891316282,0.006511714221506484,1.0244918690775415,1.037361184431225,funzione,grok_v01,Alexander the Great
his,parole,117,60000,0.00195,1.269830010006537,0.02024086390548236,1.1395692863219378,True,508.37068965517244,501.11523503642076,0.985728023337315,-0.007187276653677256,0.989890096102283,1.0505913811551204,funzione,grok_v01,Alexander the Great
alexander,parole,162,60000,0.0027,0.9153514169170052,0.025304735452244518,0.7722191752469671,True,368.14285714285717,272.5683367786613,0.7403874107297745,-0.14916942496232224,0.9195589234894633,0.8908240745910744,keyword,grok_v01,Alexander the Great
bc,parole,81,60000,0.00135,1.0798383896150718,0.003182387854725009,1.0653400273308087,True,719.025,953.0646899159348,1.3254959005819476,0.13996838287287164,0.9654939965885813,1.0688579914765366,keyword,grok_v01,Alexander the Great
persian,parole,78,60000,0.0013,1.354891789855311,0.02427942828648562,1.207182045323766,True,770.8961038961039,1106.9297223022786,1.4359000087143559,0.17894823562335782,1.0701621953430507,1.2424742093833039,keyword,grok_v01,Alexander the Great
macedonian,parole,78,60000,0.0013,1.162343481471578,0.018913052050928254,1.0495856266266472,True,729.4545454545455,740.6736184655891,1.0153800851347807,0.0076313571063951905,0.9554183468908333,1.0455062345344768,keyword,grok_v01,Alexander the Great
alexander's,parole,48,60000,0.0008,1.0207396133564186,0.020306251364922662,0.9025776358965154,True,1214.872340425532,1190.947587957503,0.9803067765460451,-0.009944531669129956,0.9660552913477553,0.9960530904283683,keyword,grok_v01,Alexander the Great
cavalry,parole,47,60000,0.0007833333333333334,1.3995144431513102,0.014512664094997105,1.3029582984190538,True,1229.6739130434783,2357.509100294422,1.917182332070068,0.31440692684410454,1.00751305814842,1.3366476374541751,keyword,grok_v01,Alexander the Great
greek,parole,39,60000,0.00065,1.1436766966789618,0.017549140553047106,1.0587612273409583,True,1474.6315789473683,2235.03605897573,1.5156572603518765,0.20497913943958693,0.9834543907453224,1.1083711883476601,keyword,grok_v01,Alexander the Great
with,parole,84,60000,0.0014,0.950254305990333,0.016122028675135756,0.8835757919779312,True,694.433734939759,552.8968763894818,0.7961837804977097,-0.11347180712533451,1.00233898141226,0.9008909615695369,appaiata,grok_v01,Alexander the Great
as,parole,79,60000,0.0013166666666666667,1.0792588703364523,0.007935518472834842,1.0510339488745568,True,756.9871794871794,767.9799187984381,1.0145216981332572,0.007208509169553111,0.9082568374763298,1.0320917635003206,appaiata,grok_v01,Alexander the Great
by,parole,76,60000,0.0012666666666666666,0.9398989480066087,0.007772547087936935,0.9857722420001368,True,785.7066666666667,809.6790283865631,1.030510574412711,0.015026060340284407,0.9547977866720277,0.9882403401530256,appaiata,grok_v01,Alexander the Great
from,parole,74,60000,0.0012333333333333332,1.0269769228580135,0.014302921487336116,0.9546098246211799,True,812.8767123287671,974.2467595419191,1.1985172471614443,0.09029596989414312,0.959720907783851,1.0463638439244436,appaiata,grok_v01,Alexander the Great
he,parole,45,60000,0.00075,0.9970906488882336,0.009798012321077718,1.0243194515357288,True,1316.7954545454545,1366.7282368734577,1.037919923064467,0.018607170299138023,1.0840217403299761,0.964034514935911,appaiata,grok_v01,Alexander the Great
on,parole,43,60000,0.0007166666666666667,1.046926421361625,0.008467680750246113,1.0963699858430846,True,1349.9761904761904,1725.7391557143337,1.278347846346532,0.12217091731312214,0.967092129076817,1.0565570885059066,appaiata,grok_v01,Alexander the Great
like,parole,36,60000,0.0006,1.0056547885570457,0.016751822518790378,1.100982222364362,True,1681.4571428571428,1652.6314727954173,0.9828567322193269,-0.00864574202569108,0.9590351972467422,1.0825417408624247,appaiata,grok_v01,Alexander the Great
vocali,vc,18415,60000,0.30691666666666667,1.393144736763232,0.01822485284512391,1.2756347617458235,True,3.2582817421527097,1.9354658139383412,0.5940142587729693,-0.254693920705294,0.9346137921600778,0.9289508463256521,vocali,grok_v01,American Civil War
spazio,lettere,8500,60000,0.14166666666666666,1.1707677630235374,0.011296847973943897,1.0952902413573906,True,7.057300858924579,3.1849163229505293,0.45129382842208315,-0.37808068967984015,0.9136596319197384,0.9204141858772887,spazio,grok_v01,American Civil War
e,lettere,5734,60000,0.09556666666666666,0.96940075807457,0.008060406657455263,0.9469123662299884,True,10.465027036455608,9.403291115156058,0.8985443690110955,-0.05343864101619612,0.9335745362110703,0.9858376027857979,lettera,grok_v01,American Civil War
n,lettere,4058,60000,0.06763333333333334,0.9794318271320959,0.008565171525130316,0.9428254410725225,True,14.785309341878236,12.893051241837554,0.872017686185232,-0.06836597472301041,0.9782042665051884,1.0145408089899524,lettera,grok_v01,American Civil War
t,lettere,4002,60000,0.0667,1.2299693102283082,0.009295509961868046,1.1646186952286772,True,14.990252436890778,13.83223246483588,0.9227484675838394,-0.040177659074271045,0.9987967488469266,1.0057417156401525,lettera,grok_v01,American Civil War
i,lettere,3891,60000,0.06485,1.2369000506012398,0.009987896974405422,1.1746320040783977,True,15.42159383033419,15.040227075255586,0.9752706004791504,-0.01251949961430647,0.9914817933631689,0.9524345600935215,lettera,grok_v01,American Civil War
a,lettere,3877,60000,0.06461666666666667,1.0228366128376623,0.009582964043486538,0.9535918316707427,True,15.476006191950464,13.183927346494256,0.8518946802535924,-0.0799750230537552,0.9630153566812439,0.9265298263249249,lettera,grok_v01,American Civil War
o,lettere,3534,60000,0.0589,1.1550237746469068,0.018752846541336108,1.0303903640967482,True,16.96093971129352,14.561217374873692,0.8585147770543656,-0.07612811299239708,1.0449757248989806,0.9226395824011494,lettera,grok_v01,American Civil War
r,lettere,3480,60000,0.058,1.3617082313707813,0.022201464924760047,1.221494784426416,True,17.243460764587525,14.456124142554783,0.83835399053089,-0.0879297514525094,0.9653666474458995,0.9314772633445694,lettera,grok_v01,American Civil War
s,lettere,3327,60000,0.05545,1.1149818150365172,0.007077272145528091,1.0832685650776774,True,18.01834034876729,17.404725667488094,0.9659449944111431,-0.017322461048335333,0.9315074488217429,1.029694209023354,lettera,grok_v01,American Civil War
d,lettere,2094,60000,0.0349,1.0792132485030812,0.01137221295075724,1.0074538290492934,True,28.619684663162925,24.082209314044427,0.8414561375318439,-0.08609700727417648,1.0413356018557465,0.9814946173876749,lettera,grok_v01,American Civil War
l,lettere,2051,60000,0.034183333333333336,1.080609462398203,0.009124532052821575,1.0206015947144436,True,29.24487804878049,28.62475858263029,0.9787956214036577,-0.01071580024080553,1.0177128139713203,0.948508334706701,lettera,grok_v01,American Civil War
c,lettere,1756,60000,0.029266666666666667,0.8655412870909776,0.010907519774126745,0.9239234523806065,True,34.178917378917376,31.393517149400502,0.9185053113696633,-0.04247821892771087,1.027760146907973,1.0043082369151606,lettera,grok_v01,American Civil War
h,lettere,1492,60000,0.024866666666666665,1.1542126046732226,0.010465635271708813,1.0791606604977928,True,40.18645204560698,38.08013597569028,0.9475864137613773,-0.026912072228618692,0.9500485189089094,0.9832626349002691,lettera,grok_v01,American Civil War
u,lettere,1379,60000,0.022983333333333335,1.0810259306954662,0.004727004588916866,1.070303245948564,True,43.470972423802614,40.703038655255305,0.9363268495224247,-0.032883472381369704,0.9135314842232772,0.9441971242165238,lettera,grok_v01,American Civil War
m,lettere,1122,60000,0.0187,1.145802852599626,0.005490370699882407,1.1186555300312364,True,53.504906333630686,51.224368355367716,0.9573770307335436,-0.021775554018064216,0.9877383959544939,0.9456616480297529,lettera,grok_v01,American Civil War
p,lettere,1086,60000,0.0181,1.0342131476730039,0.002815681003081953,1.051740752603896,True,55.062672811059905,60.37777549141981,1.0965282360810555,0.0460419442103443,0.9079351453021242,1.02769882831774,lettera,grok_v01,American Civil War
f,lettere,1053,60000,0.01755,1.0800002882223114,0.003008857112601441,1.0878383281643325,True,56.93631178707224,53.32430207787995,0.9365605253339851,-0.03275883910474417,0.9979535677298618,0.9986137696325489,lettera,grok_v01,American Civil War
g,lettere,1002,60000,0.0167,1.0426630485603274,0.011078665270290815,0.978736394563965,True,59.747252747252745,54.90354319117351,0.9189300037514787,-0.042247500476844224,0.9243727628046448,0.9747074724759592,lettera,grok_v01,American Civil War
y,lettere,679,60000,0.011316666666666666,1.054615656760261,0.0033900414728040198,1.0628032097377305,True,87.96165191740413,89.88705372193058,1.0218891046559062,0.01082606588338655,1.0115369617936334,1.0372387407818766,lettera,grok_v01,American Civil War
v,lettere,664,60000,0.011066666666666667,1.2142891256043191,0.017345303997918338,1.1046410253841836,True,90.43137254901961,91.48422533735256,1.0116425611892845,0.005787589412704308,0.9812408334383637,1.003247708489859,lettera,grok_v01,American Civil War
the,parole,421,60000,0.007016666666666667,1.1309969435857647,0.011333474592381886,1.0726754838979546,True,141.9142857142857,142.42831730764647,1.003622127192999,0.0018077895746108315,1.0768840294980386,1.0061004528506483,funzione,grok_v01,American Civil War
and,parole,301,60000,0.005016666666666667,1.0253402058996994,0.007406121794197803,0.99085533361806,True,198.38333333333333,167.5747416398858,0.8447017137186548,-0.08418612349434322,0.9783732219213347,1.0049858503981328,funzione,grok_v01,American Civil War
of,parole,213,60000,0.00355,0.9626145421422193,0.012649874976509356,0.9272969331669046,True,278.9009433962264,256.4189488806889,0.9193907548616714,-0.04199730822613969,0.9903327655503814,0.974242623483447,funzione,grok_v01,American Civil War
to,parole,189,60000,0.00315,1.0047363983603033,0.004576777794851539,0.9894870247163401,True,316.6489361702128,293.7279729348632,0.9276139578658539,-0.037552146703838926,1.0858733273505174,0.9874900021249063,funzione,grok_v01,American Civil War
in,parole,166,60000,0.002766666666666667,1.0714065385485205,0.007783833183859461,1.0360626388199918,True,360.4727272727273,323.2309369180668,0.8966862468724741,-0.05447066076315166,1.0231289889410802,0.909922928842119,funzione,grok_v01,American Civil War
on,parole,126,60000,0.0021,1.1908297332154303,0.022630937053293193,1.054767691087535,True,463.152,514.3182938170086,1.1104740858659978,0.052345625376710815,0.9522889271853789,1.025465279562708,funzione,grok_v01,American Civil War
union,parole,111,60000,0.00185,1.4004491848632183,0.0394282841387423,1.1448151183283992,True,542.1818181818181,839.2669604238267,1.5479437566502507,0.21505331709936384,0.9657671059614213,1.218197323970589,keyword,grok_v01,American Civil War
confederate,parole,81,60000,0.00135,1.2930460205522123,0.023501411742317707,1.1569147434730287,True,745.6,1260.4078564325762,1.6904611808376826,0.2566330210431453,0.9129539551238296,1.2421667316902623,keyword,grok_v01,American Civil War
states,parole,55,60000,0.0009166666666666666,1.2621807886596181,0.012808626830725747,1.1725813552425728,True,1089.3703703703704,2775.484946892394,2.5477881741439035,0.4362684856508919,0.9958299553912416,1.2113894600943413,keyword,grok_v01,American Civil War
northern,parole,43,60000,0.0007166666666666667,0.9947909395489444,0.00995315557671057,0.950890040116686,True,1323.142857142857,1270.1633190825726,0.9599593212673297,-0.020429341720612615,0.9292468747401368,0.9891038764592128,keyword,grok_v01,American Civil War
southern,parole,35,60000,0.0005833333333333334,1.1981173297758212,0.015939065545702805,1.09563012057512,True,1667.0294117647059,2846.55865048024,1.7075635441050152,0.26132850903741217,0.9257483363363738,1.1758868814429173,keyword,grok_v01,American Civil War
april,parole,34,60000,0.0005666666666666667,1.1833944855551655,0.012871950251088853,1.1552350808486083,True,1757.5454545454545,3792.126341932955,2.1576263260364406,0.36661283081254653,0.9791587171824397,1.1557201726873763,keyword,grok_v01,American Civil War
slavery,parole,54,60000,0.0009,1.485391054456789,0.03147188605677287,1.28654121765849,True,1082.8490566037735,3515.5432690806037,3.246568159838163,0.529031461471651,1.020275653095293,1.4002260217724523,keyword,grok_v01,American Civil War
by,parole,82,60000,0.0013666666666666666,1.063190592365189,0.00824968795235615,1.001492881594057,True,727.3456790123457,831.3447263394085,1.142984347508989,0.0667220680707231,0.9595964417019296,1.0366205207880754,appaiata,grok_v01,American Civil War
as,parole,76,60000,0.0012666666666666666,1.1021787888543781,0.010344845742336154,1.0437718103003046,True,791.1066666666667,1061.4220773595705,1.341692747745231,0.1459169859385865,0.8979248437831612,1.0739247328113926,appaiata,grok_v01,American Civil War
from,parole,50,60000,0.0008333333333333334,0.9770765579436443,0.00621016844037567,0.9928027755275631,True,1184.6938775510205,1435.0837548740496,1.2113540738816266,0.09557676736527017,0.946406435321757,1.041703218647071,appaiata,grok_v01,American Civil War
for,parole,42,60000,0.0007,0.9901558554513917,0.008136916182634226,1.046269521620892,True,1420.121951219512,1580.4820181691716,1.112919926920327,0.053442596419123536,0.9387136150645056,1.0097349490624519,appaiata,grok_v01,American Civil War
but,parole,33,60000,0.00055,0.9697093762407837,0.00623573788016791,0.9312330986436745,True,1735.03125,1258.8971487973115,0.7255760660203161,-0.159033229182754,0.9194331646061454,0.9565738690966397,appaiata,grok_v01,American Civil War
over,parole,32,60000,0.0005333333333333334,0.9769035246613745,0.006401539288400659,0.9727330135774442,True,1824.0967741935483,2638.501283618394,1.446470012417462,0.18249559984440022,1.0195880945418223,0.9120555183274522,appaiata,grok_v01,American Civil War
federal,parole,28,60000,0.00046666666666666666,1.21878111149084,0.012482753263098022,1.1330122071574618,True,2136.814814814815,3966.510751442701,1.8562725810128076,0.2997867173829682,0.9947037822689291,1.149685389622125,appaiata,grok_v01,American Civil War
vocali,vc,18968,60000,0.3161333333333333,1.2716497457294234,0.012287953631196915,1.1921333262888028,True,3.163283597827806,1.8336277700762311,0.5796596205712836,-0.2660955397952759,1.0211155896998487,1.0182126337770312,vocali,grok_v01,Ancient Rome
spazio,lettere,8489,60000,0.14148333333333332,1.269619418104472,0.012887802730193701,1.1922990619761464,True,7.066800188501413,3.148893852759896,0.44558976747121687,-0.3835183708436301,0.973201836543205,1.0175852009504027,spazio,grok_v01,Ancient Rome
e,lettere,5353,60000,0.08921666666666667,1.049953219008675,0.005266652028871063,1.0225631187223572,True,11.20721225710015,10.082922883906356,0.8996816204242479,-0.05280799608586429,0.9592096645718814,1.0273362775605488,lettera,grok_v01,Ancient Rome
i,lettere,4647,60000,0.07745,0.9879814488278288,0.006216408147298145,0.9546796532411697,True,12.913258717176065,11.237240517034403,0.8702095081613774,-0.06939890492066902,1.0102394890836852,0.9399870968207904,lettera,grok_v01,Ancient Rome
a,lettere,4402,60000,0.07336666666666666,1.2531839203073323,0.015005873091708637,1.163945824674518,True,13.63235628266303,11.855178696415457,0.8696353330709452,-0.06972732308975246,1.0423313845561126,0.9533861843430843,lettera,grok_v01,Ancient Rome
n,lettere,3918,60000,0.0653,1.1386655893698252,0.007607135078435974,1.096773585605233,True,15.314781720704621,12.859090119734336,0.8396521970894077,-0.08716202071472277,1.0265702672682544,1.0089080322440422,lettera,grok_v01,Ancient Rome
t,lettere,3776,60000,0.06293333333333333,1.1515318586321062,0.009788199411858886,1.09608182593386,True,15.891655629139073,13.919260399039098,0.8758848495003017,-0.0661635230610025,1.0129766559437965,0.9944122009478202,lettera,grok_v01,Ancient Rome
r,lettere,3505,60000,0.058416666666666665,1.0779079403673135,0.006608351292422486,1.0567657008777382,True,17.118721461187214,14.355609767382289,0.8385912347443909,-0.08778936949411101,0.9826187201022698,0.9661710204608379,lettera,grok_v01,Ancient Rome
s,lettere,3281,60000,0.054683333333333334,1.0127880451267863,0.01496734062066421,0.9534022833675635,True,18.276524390243903,17.1409330718774,0.9378661230046185,-0.03206303895701747,0.9623665822276907,0.9783685049073227,lettera,grok_v01,Ancient Rome
o,lettere,2879,60000,0.047983333333333336,1.0388190092291278,0.013517837416436886,0.9698907520484931,True,20.838776928422515,19.01060926650234,0.9122708751958137,-0.045876934038020595,1.0074602112915687,0.9967522907896632,lettera,grok_v01,Ancient Rome
l,lettere,2245,60000,0.03741666666666667,1.1056535753294765,0.023548473857716943,0.9564741002448576,True,26.681818181818183,26.48955091549833,0.9927940717903974,-0.0036159923956059284,1.0457063169092888,1.0156857385658715,lettera,grok_v01,Ancient Rome
d,lettere,2045,60000,0.034083333333333334,1.1938712203963757,0.017120889680206863,1.0832191199461287,True,29.32485322896282,26.372369229262407,0.8993180297733127,-0.05300953744892528,0.961408549249067,0.9686036480178366,lettera,grok_v01,Ancient Rome
c,lettere,2002,60000,0.03336666666666667,1.0972949290575311,0.005535925060414805,1.0890818074987187,True,29.98350824587706,28.478451992446097,0.9498038641412844,-0.02574419754820958,0.9314532865551363,0.954013336013055,lettera,grok_v01,Ancient Rome
u,lettere,1687,60000,0.02811666666666667,1.1566244143577917,0.01518496451020667,1.0828926152932272,True,35.47330960854092,35.7399135938903,1.0075156219786492,0.003743742711820903,1.0635256594148983,0.959948349706291,lettera,grok_v01,Ancient Rome
h,lettere,1436,60000,0.023933333333333334,1.1936815868867707,0.015446847094824257,1.0909275316642673,True,41.73031358885017,40.41165986925486,0.9684005796700353,-0.016053348417150764,0.963271391381458,1.0156700215449632,lettera,grok_v01,Ancient Rome
