sequenza,livello,n_eventi,frequenza,n_chars,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A2,tipo,label,gruppo,fonte
was,parole,100,0.002,50000,1.1458384329038185,0.003712339486898374,1.1425998096344279,True,493.27272727272725,595.1037436255799,1.2064395834650534,0.09356230961957948,0.9629381458871782,1.1237119270938536,funzione,Napoleon,wikipedia,Napoleon
french,parole,111,0.00222,50000,1.1667831453448152,0.010437021330169235,1.1162567100375576,True,452.3545454545455,507.2130288454008,1.1212732002852566,0.05717000538589208,0.9469683992677306,1.1026230634996435,keyword,Napoleon,wikipedia,Napoleon
napoleon,parole,108,0.00216,50000,1.469013465645524,0.024913366537303715,1.284202445822242,True,465.25233644859816,1179.3880096198432,2.534942690717995,0.43421996479558966,0.8904275270595935,1.4266174932693136,keyword,Napoleon,wikipedia,Napoleon
bonaparte,parole,82,0.00164,50000,1.5479003732598615,0.03301198861732227,1.2946398650935835,True,352.82716049382714,620.2223147816325,1.75786442833242,0.27480119056855634,1.0205292379815514,1.528159980758085,keyword,Napoleon,wikipedia,Napoleon
france,parole,53,0.00106,50000,1.0871797929159484,0.00926296944477978,1.0859075439720767,True,947.0769230769231,1124.7361842507319,1.1875869391861205,0.08575062130143776,0.9710439468520459,1.0936871143552453,keyword,Napoleon,wikipedia,Napoleon
army,parole,46,0.00092,50000,1.1504781669132558,0.014074839930916752,1.0510984900517626,True,1091.8222222222223,1438.042676836832,1.3171033228376097,0.13685333740287128,0.9614687549113771,1.132028194491819,keyword,Napoleon,wikipedia,Napoleon
battle,parole,42,0.00084,50000,1.2291625751582613,0.00946865109532719,1.197845306146479,True,1182.9512195121952,1712.0680323985305,1.4472854029471505,0.1827679772896556,1.0110466168083347,1.2245770319225526,keyword,Napoleon,wikipedia,Napoleon
austria,parole,25,0.0005,50000,1.1958542639131022,0.010074803300414624,1.1957162659794138,True,1917.75,2555.140143352985,1.332363521498102,0.1425007373141479,0.9969680731872996,1.2162049770706727,keyword,Napoleon,wikipedia,Napoleon
on,parole,97,0.00194,50000,1.0380653173990433,0.016361647405339252,0.929065615888849,True,514.9895833333334,596.3975624714858,1.1580769432485007,0.07324898388958803,0.9669149266351879,1.0387945700146168,appaiata,Napoleon,wikipedia,Napoleon
he,parole,91,0.00182,50000,1.348406764459226,0.013251157300943712,1.2568663123861672,True,507.1111111111111,668.5057535816616,1.318262879543154,0.1372850690711452,0.9794830138420835,1.2451761684430371,appaiata,Napoleon,wikipedia,Napoleon
with,parole,67,0.00134,50000,0.9972237910368188,0.004808196038293551,0.9677543686756397,True,713.4545454545455,615.2053861377249,0.8622909336792779,-0.07394605420145282,1.0620355674193764,0.9607336456621053,appaiata,Napoleon,wikipedia,Napoleon
from,parole,46,0.00092,50000,1.0125766554382487,0.007297505612065149,1.03094068742505,True,1097.1333333333334,1036.9904575698415,0.9451817988422934,-0.02818153099639973,0.9816984694050168,0.9526977298283947,appaiata,Napoleon,wikipedia,Napoleon
that,parole,42,0.00084,50000,0.9799350512201849,0.01808634254605609,1.0909240320512286,True,1140.6097560975609,1081.9545710899506,0.9485755888952845,-0.02639077046729802,0.9835274807704256,0.9835341147363503,appaiata,Napoleon,wikipedia,Napoleon
had,parole,41,0.00082,50000,1.0162525820687311,0.008253939788125211,1.0571729861744479,True,1116.65,979.4535773871114,0.8771356981929086,-0.06545307402409486,1.000094244978788,0.986123320011319,appaiata,Napoleon,wikipedia,Napoleon
but,parole,26,0.00052,50000,1.085304477034882,0.004481720151123003,1.0517643679502207,True,1684.32,2310.180308980232,1.3715804057306402,0.15668050083090612,0.9938571955445901,1.0949981798735833,appaiata,Napoleon,wikipedia,Napoleon
vocali,vc,15489,0.30978,50000,1.3371934300131343,0.00888416348289705,1.279158992608838,True,3.228047520661157,1.7965647423828017,0.5565484184739746,-0.2848941775680715,0.9732889501081748,0.9117176757111429,vocali,Brazil,wikipedia,Brazil
spazio,lettere,7701,0.15402,50000,1.0981979979742207,0.007310521879843404,1.0563793273226176,True,6.491818181818182,3.143378226002195,0.4842061404008422,-0.3475217124892479,1.0000694286532605,0.8874099421885765,spazio,Brazil,wikipedia,Brazil
e,lettere,4543,0.09086,50000,1.2267410869138284,0.009075258062539558,1.1501650833796,True,11.00330250990753,9.443103189927335,0.8582062686565812,-0.07630677698979607,0.9735287118620667,1.0249994299114455,lettera,Brazil,wikipedia,Brazil
a,lettere,3538,0.07076,50000,1.1397226235461293,0.004499784566771095,1.1055949139584171,True,14.132315521628499,12.321417502889368,0.8718611952890748,-0.06845529200210622,1.0186469135474014,1.0398834662729495,lettera,Brazil,wikipedia,Brazil
t,lettere,3477,0.06954,50000,1.204306129620438,0.003726101279736577,1.174216648791698,True,14.376294591484465,12.44570142398818,0.8657099605735794,-0.07197798278631448,1.0305919895753985,0.9323995677528112,lettera,Brazil,wikipedia,Brazil
i,lettere,3335,0.0667,50000,1.2314102750982419,0.008485097578464409,1.2020487590911226,True,14.990401919616076,13.622858220103327,0.9087720458166492,-0.047794053974800244,0.925065016357859,0.9796327257165541,lettera,Brazil,wikipedia,Brazil
o,lettere,2959,0.05918,50000,1.1769843495985872,0.005600396592111789,1.1309235802188755,True,16.884043272481406,14.772347862148328,0.8749295191765564,-0.06670676393125055,0.9231690935487702,0.9694246128465641,lettera,Brazil,wikipedia,Brazil
n,lettere,2947,0.05894,50000,1.2150865225692353,0.011914120940449654,1.143608959648968,True,16.947386286490158,14.821643020425423,0.8745680761546516,-0.06691243995931585,1.049762715439809,0.9761612697689642,lettera,Brazil,wikipedia,Brazil
r,lettere,2896,0.05792,50000,1.1076814776556925,0.008435277588605966,1.039932158871829,True,17.26908462867012,14.232342241484265,0.8241515139636145,-0.09640015354552015,1.0245667317067007,0.9628590550625103,lettera,Brazil,wikipedia,Brazil
s,lettere,2474,0.04948,50000,1.241951174717655,0.004198213462182508,1.2094118691621711,True,20.194904973716135,18.041888241305543,0.8933881226372313,-0.05630746073038257,1.0507558613694925,1.110563729805868,lettera,Brazil,wikipedia,Brazil
l,lettere,1852,0.03704,50000,1.098413284031297,0.008351781786207598,1.0827026363462662,True,26.959481361426256,27.231658455139215,1.0100957837453948,0.005022538640712585,1.0117939720360707,0.9380387988540027,lettera,Brazil,wikipedia,Brazil
h,lettere,1574,0.03148,50000,1.1390126425374332,0.009128900647884795,1.0953577846160807,True,31.768595041322314,29.422881566326176,0.926162505079466,-0.038333990369876794,1.0179692969425835,0.9785016052424189,lettera,Brazil,wikipedia,Brazil
d,lettere,1508,0.03016,50000,1.1030173572120794,0.0072747370761173736,1.095113852635827,True,33.15262110152621,29.32800828250176,0.8846361858595736,-0.061212776771453925,1.0090539734549637,0.9729959703686714,lettera,Brazil,wikipedia,Brazil
c,lettere,1458,0.02916,50000,1.1704852528247782,0.003802382745626801,1.167716892745223,True,34.29718599862731,31.475159384580547,0.9177184211509448,-0.042905975111650035,0.9895060366043399,1.003392951435825,lettera,Brazil,wikipedia,Brazil
u,lettere,1114,0.02228,50000,1.2496849858739913,0.00921554396799318,1.2314006182300004,True,44.866127583108714,43.31579551613866,0.9654453782734366,-0.017581064377845138,0.891896186991232,0.963362995455746,lettera,Brazil,wikipedia,Brazil
m,lettere,918,0.01836,50000,1.1345863354791015,0.008801159879330923,1.1263279425061696,True,54.402399127589966,53.57085780968023,0.9847149881026473,-0.007701363666309002,0.9978794135289887,1.013498207374693,lettera,Brazil,wikipedia,Brazil
f,lettere,880,0.0176,50000,1.1503491353001494,0.01578749230900475,1.0339831312405203,True,56.81797497155859,52.82779084145427,0.9297725036469234,-0.036391593423763254,1.0130279113877345,0.989449626647994,lettera,Brazil,wikipedia,Brazil
p,lettere,857,0.01714,50000,1.2015829180556261,0.006008785360181363,1.1577837111609777,True,58.26985981308411,63.30783108329927,1.0864592996512394,0.041438287181394605,0.9520223205476815,0.9528032499948728,lettera,Brazil,wikipedia,Brazil
g,lettere,797,0.01594,50000,1.2554165515305076,0.013012698971630255,1.169807766336741,True,62.53894472361809,62.127823122406404,0.9934261506485507,-0.0032977641781766383,0.9730267848423323,0.9769971642671852,lettera,Brazil,wikipedia,Brazil
b,lettere,610,0.0122,50000,1.0869979779618857,0.010251439698195221,1.0042095996810485,True,81.85550082101807,75.17192229439542,0.9183490607279199,-0.04256312938224997,0.9991687347582955,0.9975073566703861,lettera,Brazil,wikipedia,Brazil
y,lettere,519,0.01038,50000,1.1523052439116885,0.01746334658469722,1.0295960534248485,True,96.23552123552123,91.35503960873464,0.9492860685521474,-0.02601666952122678,0.9818390933591976,1.0068914913534002,lettera,Brazil,wikipedia,Brazil
the,parole,682,0.01364,50000,1.1273743999218362,0.012343198068526934,1.2044024040101957,True,73.38032305433187,69.24488191247028,0.9436437321378424,-0.02899516353244974,1.0156901070615982,0.9948113157001108,funzione,Brazil,wikipedia,Brazil
of,parole,353,0.00706,50000,1.1027246141818328,0.006823965007496039,1.0792640170834622,True,141.7840909090909,137.02489626459197,0.966433507356263,-0.01706973183591895,0.9452168429773183,1.0014345233312827,funzione,Brazil,wikipedia,Brazil
and,parole,309,0.00618,50000,0.9850601832603734,0.009178654636468228,0.9809525627839808,True,161.13636363636363,125.00473310553446,0.7757698528411165,-0.12627207675596572,0.9614597354349487,0.9358679802691835,funzione,Brazil,wikipedia,Brazil
in,parole,291,0.00582,50000,1.1725142150561698,0.009056221158322202,1.241995881854462,True,171.83448275862068,186.71917050430193,1.086622239650176,0.04151313927560656,0.9572207946924475,1.0709460965602469,funzione,Brazil,wikipedia,Brazil
to,parole,109,0.00218,50000,1.2771644302989849,0.016008449989529903,1.1585208603880977,True,432.4259259259259,577.2058251223816,1.3348085545205177,0.14339871843979723,0.9504803868237661,1.1539944792010763,funzione,Brazil,wikipedia,Brazil
is,parole,88,0.00176,50000,1.350698671296835,0.016658625194658088,1.2346184669253766,True,573.816091954023,1348.156316662368,2.3494571441373746,0.40288831475254366,0.9909574028338732,1.326540879835148,funzione,Brazil,wikipedia,Brazil
brazil,parole,129,0.00258,50000,1.1096713766858692,0.02553631478298642,0.926717331354516,True,387.78125,359.4690077318002,0.9269891407379811,-0.03788856808713405,1.0411067116230974,0.9567199025880454,keyword,Brazil,wikipedia,Brazil
country,parole,46,0.00092,50000,0.9966070078958874,0.011592209669442941,0.9298973472881259,True,1106.4888888888888,1364.5123108512605,1.2331911549708132,0.10442059760614662,0.9570660810452867,1.0651697154545545,keyword,Brazil,wikipedia,Brazil
world,parole,49,0.00098,50000,1.334552909137317,0.015776141958329503,1.2173222230916538,True,1034.9791666666667,1612.4246773050422,1.5579295982334995,0.21811765211161577,0.9311284156648315,1.1734018485162083,keyword,Brazil,wikipedia,Brazil
brazilian,parole,33,0.00066,50000,1.0880474532593494,0.0019468901981664062,1.0768808837123156,True,1484.46875,1450.758399760555,0.9772913035458342,-0.01148475007877839,0.9930284161796529,1.0177047956255052,keyword,Brazil,wikipedia,Brazil
largest,parole,43,0.00086,50000,1.4816799582463853,0.009027802515378717,1.4083450620042048,True,1184.3333333333333,2407.2242051756916,2.0325563229741275,0.3404904024870561,0.9951848158735489,1.2902382376066865,keyword,Brazil,wikipedia,Brazil
federal,parole,31,0.00062,50000,1.454761393320802,0.011309988647973232,1.3605961919092657,True,1368.8666666666666,3878.6278211131116,2.8334591787218955,0.4782779972977787,0.988350356313008,1.41868449032209,keyword,Brazil,wikipedia,Brazil
portuguese,parole,26,0.00052,50000,1.3957438856128095,0.021482000824569525,1.2652092238567423,True,1518.68,5271.219480347978,3.470921774401439,0.5526649534663896,0.9916284428543305,1.3531831335270865,keyword,Brazil,wikipedia,Brazil
by,parole,75,0.0015,50000,1.249358215102501,0.012451684664453722,1.154335306231786,True,658.3918918918919,1012.1784159360359,1.5373494546348938,0.21177589616335069,1.0361718607917292,1.171227697731688,appaiata,Brazil,wikipedia,Brazil
are,parole,36,0.00072,50000,1.3331872641393296,0.010501620814388029,1.2702453711555606,True,702.6,909.7382364304193,1.2948167327503832,0.1284707090300146,1.00454995273724,1.343905878472502,appaiata,Brazil,wikipedia,Brazil
from,parole,35,0.0007,50000,1.0279759585779722,0.005765841589463327,0.9987655529609992,True,1389.0588235294117,1947.464986905494,1.402003251350614,0.1673616599496995,0.9545106950699345,1.0309529625782723,appaiata,Brazil,wikipedia,Brazil
has,parole,33,0.00066,50000,1.1037046014857552,0.017088315249030976,1.040522339034272,True,1534.21875,3311.839336277428,2.1586487169951667,0.36681784547963064,0.9687705667963469,1.1016727732925886,appaiata,Brazil,wikipedia,Brazil
on,parole,34,0.00068,50000,1.0814891935234467,0.007327939650163876,1.0234511212542658,True,1276.5454545454545,1452.6927817614494,1.1379875088574236,0.0645408395913251,0.9769987142922784,1.0529374386956072,appaiata,Brazil,wikipedia,Brazil
which,parole,29,0.00058,50000,1.1120273615009386,0.0173860877519043,1.221544363820392,True,1710.0,1958.4810251636154,1.145310541031354,0.06773403582005255,1.0154922435385934,1.1992590690640867,appaiata,Brazil,wikipedia,Brazil
that,parole,25,0.0005,50000,0.9500158595220684,0.007948750447122788,0.9637573073561482,True,1846.5833333333333,2204.747445196717,1.1939604378519157,0.0884065339126263,1.0034769910670558,0.972531630143224,appaiata,Brazil,wikipedia,Brazil
vocali,vc,15917,0.31834,50000,1.4423359758580623,0.007695226197115027,1.3913094336219347,True,3.141430007539583,1.5861607155199944,0.5049167772998706,-0.32897714356564633,0.9821690255011678,1.0125433206634327,vocali,Artificial intelligence,wikipedia,Artificial intelligence
spazio,lettere,7386,0.14772,50000,1.4321808084195096,0.009933700120445008,1.3537134393005956,True,6.768720379146919,3.395813782727802,0.501692135664169,-0.3318309076150546,1.0701899574381912,0.8926291622973896,spazio,Artificial intelligence,wikipedia,Artificial intelligence
e,lettere,4990,0.0998,50000,1.0624436416992358,0.010313153525139387,1.1260458196821375,True,10.018440569252355,8.509020444383761,0.8493358208361127,-0.08146934562472799,0.9946230224215938,0.9829892979652133,lettera,Artificial intelligence,wikipedia,Artificial intelligence
a,lettere,3669,0.07338,50000,1.1485611230531898,0.00785777478352268,1.1889876320152917,True,13.627862595419847,11.614208412313536,0.8522399115043121,-0.07977373102584928,0.9507257663814919,0.9831234272101597,lettera,Artificial intelligence,wikipedia,Artificial intelligence
t,lettere,3449,0.06898,50000,1.2629772431228345,0.00442194751166479,1.2332194062569206,True,14.491299303944315,12.995700556343081,0.8967933298297032,-0.05441113090563373,1.0414867712041334,0.955324121834526,lettera,Artificial intelligence,wikipedia,Artificial intelligence
i,lettere,3223,0.06446,50000,1.3202100567753543,0.005974868991281065,1.3018338632611843,True,15.513966480446927,14.281801190221103,0.9205770302663224,-0.04135370176881899,1.028416197262531,0.968882610598612,lettera,Artificial intelligence,wikipedia,Artificial intelligence
n,lettere,3179,0.06358,50000,1.2841759263016164,0.0027195277749781557,1.2725237469566688,True,15.726242920075519,14.051434714825394,0.8935023315001621,-0.05624374827965654,0.9995803571555616,1.0468478641276246,lettera,Artificial intelligence,wikipedia,Artificial intelligence
o,lettere,2939,0.05878,50000,1.171999961177554,0.0024377916307336896,1.1689209831685436,True,17.00204220558203,14.542108766984091,0.8553154139453727,-0.07798382149316165,0.9142039701357066,0.9659804535286711,lettera,Artificial intelligence,wikipedia,Artificial intelligence
s,lettere,2877,0.05754,50000,1.1757225366916026,0.005100587748950778,1.2026693397986454,True,17.368219749652294,16.09993848527398,0.9269768990340128,-0.03789516158838929,0.9276594021211189,1.009064403692452,lettera,Artificial intelligence,wikipedia,Artificial intelligence
r,lettere,2533,0.05066,50000,1.1859710842265643,0.0075832618782946835,1.1354618634679543,True,19.744865718799367,17.896749209331084,0.9064001479782835,-0.049097694479817426,1.032912966492403,0.9649918824096039,lettera,Artificial intelligence,wikipedia,Artificial intelligence
l,lettere,1750,0.035,50000,1.2014562189213123,0.003964912348809969,1.1955487850900692,True,28.566037735849058,29.744772656165928,1.0412635077785959,0.020214689392797133,1.1206600881543367,0.923203231671699,lettera,Artificial intelligence,wikipedia,Artificial intelligence
c,lettere,1636,0.03272,50000,0.8960902116716191,0.006766250410860542,0.9358251840795863,True,30.576146788990826,27.905278558634535,0.9126486326485731,-0.04567036823196618,1.0208226059367442,0.9632556621753445,lettera,Artificial intelligence,wikipedia,Artificial intelligence
d,lettere,1465,0.0293,50000,1.2497892417799594,0.014724395161521645,1.145226297859947,True,34.06352459016394,32.54517961975268,0.9554260755843895,-0.022794993363423017,1.0142725231025957,0.976937035819617,lettera,Artificial intelligence,wikipedia,Artificial intelligence
h,lettere,1408,0.02816,50000,1.1948235171966888,0.004480050936808023,1.1886608963136407,True,35.48045486851457,35.25948529614599,0.9937720761138079,-0.0031236889917383697,1.0765716647731611,1.079231942321884,lettera,Artificial intelligence,wikipedia,Artificial intelligence
m,lettere,1150,0.023,50000,1.244491025394945,0.005188959184269107,1.2009227814899497,True,43.46475195822455,43.57593618823872,1.0025580320835843,0.0012773822494036922,1.0450176986812265,0.9883977610421489,lettera,Artificial intelligence,wikipedia,Artificial intelligence
u,lettere,1096,0.02192,50000,1.0326012461088407,0.013965453128923378,1.0164500574867865,True,45.568949771689496,42.830738508046316,0.939910590931715,-0.030975349765694483,1.041292676825018,1.0681490881536508,lettera,Artificial intelligence,wikipedia,Artificial intelligence
p,lettere,1062,0.02124,50000,1.0806690781475274,0.004836957902149298,1.058842766690211,True,46.9990574929312,45.895934368565506,0.976528824550756,-0.011874947209322263,0.9614529974944769,0.9641802231300559,lettera,Artificial intelligence,wikipedia,Artificial intelligence
g,lettere,974,0.01948,50000,1.2799957495550338,0.010078169181996197,1.2082682852341544,True,51.35971223021583,54.71668613394719,1.0653620076507437,0.031646756069213314,0.9954177412708877,1.1089332685073585,lettera,Artificial intelligence,wikipedia,Artificial intelligence
f,lettere,789,0.01578,50000,1.0783205604652197,0.015152870641365286,1.114267590481538,True,63.34390862944162,61.88274152421875,0.9769327921683738,-0.011668180083312404,1.0492322780326877,0.9945392737675727,lettera,Artificial intelligence,wikipedia,Artificial intelligence
b,lettere,575,0.0115,50000,1.0887090106766564,0.004956441204463697,1.1152162470887186,True,86.14808362369338,89.97228982850369,1.0443910768986455,0.021713593548836545,0.9912844156306256,1.0808879763235395,lettera,Artificial intelligence,wikipedia,Artificial intelligence
y,lettere,562,0.01124,50000,1.1129746342502387,0.007531741890936855,1.0758059530969522,True,88.70766488413547,90.83187036105497,1.0239461322727186,0.011831407907002494,0.8806865043367355,0.9607183143486625,lettera,Artificial intelligence,wikipedia,Artificial intelligence
the,parole,342,0.00684,50000,1.2898518229479703,0.004161367446438112,1.2717790711850057,True,145.7565982404692,160.15603418921663,1.0987909715414135,0.04707041953246943,0.9988965373771789,1.0365549550156,funzione,Artificial intelligence,wikipedia,Artificial intelligence
and,parole,249,0.00498,50000,1.246667958922667,0.009905553292918916,1.1689266777730203,True,200.34677419354838,205.9946559723023,1.0281905301519738,0.013899350052611411,0.9318280129366654,1.0661325370869206,funzione,Artificial intelligence,wikipedia,Artificial intelligence
of,parole,209,0.00418,50000,1.068976492750032,0.004551178668622615,1.082406458125037,True,238.87019230769232,236.14821243796024,0.9886047738169614,-0.0057302619067771884,0.9210754374149285,1.0243836961017034,funzione,Artificial intelligence,wikipedia,Artificial intelligence
to,parole,198,0.00396,50000,1.2307243871919407,0.0189809171467809,1.09581527385327,True,251.1522842639594,241.2994945683459,0.9607696592348797,-0.020007623322990713,0.9627282912481604,0.9673909314665504,funzione,Artificial intelligence,wikipedia,Artificial intelligence
in,parole,163,0.00326,50000,1.1236497339849507,0.004440063822082106,1.0985995963909418,True,306.54938271604937,310.7493458260107,1.013700771708458,0.0068037773540872894,1.0117916708511032,1.0630277202911393,funzione,Artificial intelligence,wikipedia,Artificial intelligence
that,parole,96,0.00192,50000,1.0151119264460653,0.009737737523760746,1.0817455710015622,True,511.05263157894734,518.9454808494481,1.0154442982635958,0.007662974499916372,1.0320694580936403,0.9715862851107527,funzione,Artificial intelligence,wikipedia,Artificial intelligence
ai,parole,115,0.0023,50000,1.534913143057042,0.01720243884650403,1.402826655460954,True,437.8421052631579,749.6102064235049,1.7120560069775925,0.26255210259139594,0.9615677558225292,1.3248548998353868,keyword,Artificial intelligence,wikipedia,Artificial intelligence
learning,parole,49,0.00098,50000,1.2687590855761537,0.008968461100474764,1.210914913415406,True,1031.8125,1749.303285703294,1.6953693483101766,0.257986664701863,0.9060292147284409,1.1471144791674293,keyword,Artificial intelligence,wikipedia,Artificial intelligence
data,parole,47,0.00094,50000,1.257580947391038,0.014089989529723117,1.1515304169246723,True,912.7391304347826,1383.0385779914313,1.5152616250084752,0.2048540874974543,0.9832764010055305,1.2179390350257613,keyword,Artificial intelligence,wikipedia,Artificial intelligence
used,parole,44,0.00088,50000,1.1717207267717065,0.00563178704365296,1.1489391738577854,True,1101.2558139534883,1247.0021020531267,1.132345533392838,0.062065707138119916,1.0300654494281307,1.1354883531242737,keyword,Artificial intelligence,wikipedia,Artificial intelligence
search,parole,27,0.00054,50000,1.467702729256662,0.009386054665940878,1.3875406642498458,True,1318.3846153846155,2429.16044882874,1.8425279091413511,0.2964009276502954,1.0456230394848343,1.33147747551084,keyword,Artificial intelligence,wikipedia,Artificial intelligence
models,parole,24,0.00048,50000,1.3023166746191785,0.009412142927211289,1.2312945644930429,True,1795.4347826086957,3383.5598228934587,1.8845350751071448,0.3066473632927792,0.9693230260948317,1.334043795490988,keyword,Artificial intelligence,wikipedia,Artificial intelligence
knowledge,parole,22,0.00044,50000,1.6788562393095847,0.012337793192687381,1.6188025461946087,True,1152.3809523809523,2035.3969508720031,1.7662535524095897,0.277000476598442,1.0027860890309566,1.2871556566248794,keyword,Artificial intelligence,wikipedia,Artificial intelligence
is,parole,92,0.00184,50000,1.1874465491912678,0.008218385754608627,1.1453827339532499,True,536.2417582417582,668.044348838198,1.245789494329194,0.10944458282926028,0.9558955683820501,1.141554601825711,appaiata,Artificial intelligence,wikipedia,Artificial intelligence
on,parole,48,0.00096,50000,1.135370756695094,0.005970505456597059,1.0900968324724927,True,1026.6170212765958,1178.2808691736022,1.1477316708702265,0.06878497573692158,0.9966284057239072,1.1027095520899666,appaiata,Artificial intelligence,wikipedia,Artificial intelligence
it,parole,46,0.00092,50000,1.2403834854912477,0.007213668911329492,1.2149703634605278,True,1095.4444444444443,1408.8578151944018,1.2861061301095058,0.12514997722166168,0.99196216910929,1.0483841653610255,appaiata,Artificial intelligence,wikipedia,Artificial intelligence
be,parole,45,0.0009,50000,1.145177028611229,0.007294279167300741,1.158679139174551,True,1033.1818181818182,1115.9400307453234,1.0801003377209464,0.03850792015576906,1.0031706295439127,1.067280279659464,appaiata,Artificial intelligence,wikipedia,Artificial intelligence
an,parole,27,0.00054,50000,1.1008395227893348,0.007405084490467639,1.096540633387958,True,1836.6538461538462,2414.418570874697,1.3145746412317993,0.13591034638847727,0.941480971187791,1.0605138071524565,appaiata,Artificial intelligence,wikipedia,Artificial intelligence
has,parole,24,0.00048,50000,0.9500730573840128,0.008433342471885513,1.0172532178266456,True,1994.7391304347825,2279.0282661574565,1.1425194559955862,0.06651956209627993,0.954773232940826,0.9608040279625802,appaiata,Artificial intelligence,wikipedia,Artificial intelligence
other,parole,22,0.00044,50000,1.0763042134164535,0.00580061061413955,1.108675702750448,True,2240.904761904762,2657.9031379032967,1.1860848274712432,0.08512241845916704,0.928504966956014,1.0744198917573518,appaiata,Artificial intelligence,wikipedia,Artificial intelligence
vocali,vc,14931,0.29862,50000,1.1509916818419788,0.00550260878890369,1.1808450990183783,True,3.3485599464166107,1.6929181520199195,0.505566028116522,-0.32840404382796806,0.9566782560925748,0.8866895392762069,vocali,Olympic Games,wikipedia,Olympic Games
spazio,lettere,7935,0.1587,50000,1.2574783854765996,0.009832526011054185,1.1906016613387775,True,6.301361230148727,2.8900269557053773,0.45863534086541585,-0.3711446198838085,0.9621614209219889,1.034674845158849,spazio,Olympic Games,wikipedia,Olympic Games
e,lettere,4956,0.09912,50000,1.1419784747465598,0.009161361465771603,1.0651209492193436,True,10.089001009081736,8.853421620788033,0.8775320383870038,-0.06522816074990073,0.9748822137028195,0.9690531463148447,lettera,Olympic Games,wikipedia,Olympic Games
t,lettere,3790,0.0758,50000,1.2142874596860456,0.005756431365117146,1.2017641821789997,True,13.195830034309845,11.116388841481351,0.8424167947433516,-0.08553070385932934,1.047231606138095,1.0001262392144172,lettera,Olympic Games,wikipedia,Olympic Games
o,lettere,3075,0.0615,50000,1.1661938688218954,0.0027074936806528254,1.1505541875068332,True,16.262524398178268,13.45541555948804,0.8273878784154396,-0.09445839256317902,0.9509970986132338,1.0047760534771082,lettera,Olympic Games,wikipedia,Olympic Games
i,lettere,3039,0.06078,50000,1.1189983674610358,0.008819286202230044,1.1793727157247194,True,16.4486504279131,13.75580207416398,0.8362875808230809,-0.08915401971162829,0.9310819318087672,0.9475028463282946,lettera,Olympic Games,wikipedia,Olympic Games
a,lettere,2957,0.05914,50000,1.1088939530426989,0.014326049198756071,1.2098092955431654,True,16.897496617050066,14.851662944199562,0.8789268186160666,-0.06443741192278607,0.9433378436076388,0.967757326042661,lettera,Olympic Games,wikipedia,Olympic Games
n,lettere,2775,0.0555,50000,1.05726546731692,0.006972403874482618,1.0826165365623037,True,18.020187454938718,16.073071394549387,0.8919480685060414,-0.05711146795867433,0.9616897844468472,0.9289668858697447,lettera,Olympic Games,wikipedia,Olympic Games
s,lettere,2738,0.05476,50000,1.1739941274949341,0.007431418852006643,1.1201323687783982,True,18.251370113262695,15.79389198043495,0.8653537724796905,-0.07218267628736118,1.0147775918470303,0.9266008644059941,lettera,Olympic Games,wikipedia,Olympic Games
r,lettere,2390,0.0478,50000,1.1813628163675272,0.005563010304001552,1.1468342678174663,True,20.915027208036836,18.13419812840224,0.8670415748459542,-0.07121342499564633,0.9145561260118059,0.9692225339455923,lettera,Olympic Games,wikipedia,Olympic Games
h,lettere,1925,0.0385,50000,1.3309912845877951,0.006383205000387619,1.2912531136625436,True,25.975571725571726,22.734212912490353,0.8752151118240679,-0.06654430597807567,0.9124690234664473,0.933542412290913,lettera,Olympic Games,wikipedia,Olympic Games
l,lettere,1619,0.03238,50000,1.1115511261744435,0.010432665020350765,1.1511069335560455,True,30.88875154511743,29.161673486668345,0.9440871523756329,-0.028760463519365776,0.9175808401567483,0.9342799740370289,lettera,Olympic Games,wikipedia,Olympic Games
c,lettere,1587,0.03174,50000,1.1292559337714683,0.002970777839797523,1.1405785352345863,True,31.508196721311474,29.667562860532943,0.9415823800689436,-0.03008763394782253,0.9324295183776448,1.049221036620026,lettera,Olympic Games,wikipedia,Olympic Games
m,lettere,1457,0.02914,50000,1.1333322121274865,0.0070207042413968305,1.08098605137049,True,34.28914835164835,35.02373538382786,1.021423309341079,0.010598131149512831,0.9612186030265552,0.8591945157986479,lettera,Olympic Games,wikipedia,Olympic Games
d,lettere,1290,0.0258,50000,1.2084224961000156,0.011744870171033968,1.1358182343795225,True,38.78044996121024,36.846572812925864,0.9501326789601793,-0.02557124526850667,0.9971492802211493,0.963366185087144,lettera,Olympic Games,wikipedia,Olympic Games
p,lettere,1049,0.02098,50000,1.2000223611286058,0.012675645189322484,1.2593011583223113,True,47.66889312977099,45.17477580013206,0.9476783041123046,-0.02686362310306791,1.0059703400544973,0.9934136107361756,lettera,Olympic Games,wikipedia,Olympic Games
g,lettere,928,0.01856,50000,1.1157355100046498,0.008915113411466015,1.0504538331391395,True,53.87162891046386,51.29278726824575,0.9521298744000444,-0.024521998370967912,0.9073905271249466,0.9414467403378675,lettera,Olympic Games,wikipedia,Olympic Games
