corpus,titolo,sequenza,tipo,n_eventi,mean_tau,cv_tau,J
grok_oggi,Slavery,of,funzione,146,412.9172413793103,0.959951839716566,-0.22512255215870064
grok_oggi,Slavery,from,funzione,113,530.2857142857143,1.1144944810518473,-0.1551072474062076
grok_oggi,Slavery,labor,keyword,87,672.0232558139535,1.010534437493071,-0.3158151350240128
grok_oggi,Slavery,slavery,keyword,90,673.2247191011236,0.9296186376224274,-0.34713654485987466
grok_oggi,Slavery,slaves,keyword,72,811.0422535211268,1.4559466926671585,-0.34263311996544116
grok_oggi,Slavery,million,keyword,62,935.639344262295,1.6327754274848119,0.4057375826692891
grok_oggi,Slavery,slave,keyword,46,1310.888888888889,1.2832713899992003,0.028305955105361644
grok_oggi,Slavery,trade,keyword,43,1383.5,1.5598102837965824,0.23279979663587202
grok_oggi,Slavery,forced,keyword,31,1796.9333333333334,1.8729695838608205,0.5225503603135688
grok_oggi,Slavery,for,appaiata,89,635.5454545454545,0.860987015743805,-0.2841602191371517
grok_oggi,Slavery,by,appaiata,91,647.6777777777778,0.9157095324885677,-0.2787543943949365
grok_oggi,Slavery,th,appaiata,68,850.1044776119403,1.7076717519526239,0.5027541299407801
grok_oggi,Slavery,like,appaiata,51,1160.44,1.0525932809568534,-0.11551677479490816
grok_oggi,Slavery,but,appaiata,40,1518.051282051282,0.8425891307626251,-0.6024411286554076
grok_oggi,Slavery,where,appaiata,43,1306.6190476190477,0.815660543005475,-0.3953326019495178
grok_oggi,Slavery,through,appaiata,30,1949.6206896551723,0.6264752115611377,-0.63865715780565
grok_oggi,Sigmund Freud,vocali,vocali,18982,3.160792371318687,0.5484477524262905,-0.5120882922302202
grok_oggi,Sigmund Freud,spazio,spazio,8161,7.351225490196079,0.494210849977252,-0.9547562681608946
grok_oggi,Sigmund Freud,e,lettera,5715,10.495274763738188,0.8435248332126305,-0.35331416179159725
grok_oggi,Sigmund Freud,i,lettera,4501,13.332,0.8280425419128643,-0.4101195215053506
grok_oggi,Sigmund Freud,t,lettera,3937,15.225609756097562,0.8647024031080699,-0.33746162541958763
grok_oggi,Sigmund Freud,s,lettera,3816,15.725294888597642,0.9384339521943125,-0.09555761236786783
grok_oggi,Sigmund Freud,a,lettera,3774,15.896633978266632,0.8881896028901954,-0.3381585228468498
grok_oggi,Sigmund Freud,n,lettera,3753,15.989339019189766,0.8506161561184858,-0.3410070245425549
grok_oggi,Sigmund Freud,r,lettera,3432,17.47857767414748,0.8614588172485543,-0.3324164579751046
grok_oggi,Sigmund Freud,o,lettera,3381,17.722485207100593,0.8888025304700068,-0.29568707291620405
grok_oggi,Sigmund Freud,c,lettera,2057,29.134727626459146,0.9799536312969926,-0.11200885074616093
grok_oggi,Sigmund Freud,l,lettera,2039,29.38910696761531,0.9320646766655918,-0.11701163035658897
grok_oggi,Sigmund Freud,d,lettera,2004,29.946080878681975,0.9264584196817411,-0.18180899330867378
grok_oggi,Sigmund Freud,h,lettera,1809,33.135508849557525,0.9685080684412305,-0.21290286033910802
grok_oggi,Sigmund Freud,u,lettera,1611,37.2472049689441,0.8825083753718977,-0.34462971686036614
grok_oggi,Sigmund Freud,p,lettera,1258,47.672235481304696,0.9423909899707889,-0.14211646838988076
grok_oggi,Sigmund Freud,m,lettera,1192,50.33837111670865,0.9951201236430147,-0.015618018065711824
grok_oggi,Sigmund Freud,f,lettera,1179,50.921901528013585,0.9428800539563937,-0.12917021208700405
grok_oggi,Sigmund Freud,g,lettera,1054,56.95061728395062,0.9556335836047346,-0.04929098063384193
grok_oggi,Sigmund Freud,y,lettera,879,68.18223234624146,0.9489304011527084,-0.19242958797789772
grok_oggi,Sigmund Freud,v,lettera,566,105.89380530973452,0.9108924331543824,-0.18127143232891973
grok_oggi,Sigmund Freud,the,funzione,313,190.2948717948718,1.1477007434758009,-0.1618800140113201
grok_oggi,Sigmund Freud,and,funzione,242,248.17427385892117,0.8362983359989237,-0.5617922776688127
grok_oggi,Sigmund Freud,to,funzione,205,292.34313725490193,0.8590376579350699,-0.3390482496430408
grok_oggi,Sigmund Freud,in,funzione,201,297.33,1.0444612668203712,-0.2545561639669856
grok_oggi,Sigmund Freud,of,funzione,183,323.489010989011,1.248960069182455,-0.053369978658357596
grok_oggi,Sigmund Freud,as,funzione,125,474.16129032258067,0.881645961752889,-0.39902599612226336
grok_oggi,Sigmund Freud,freud,keyword,179,334.5561797752809,0.7174447848555798,-0.6845676878749473
grok_oggi,Sigmund Freud,freud's,keyword,63,952.0483870967741,0.911347929450858,-0.27209225998594005
grok_oggi,Sigmund Freud,unconscious,keyword,36,1300.9142857142858,1.556267620982383,0.240467056523838
grok_oggi,Sigmund Freud,symptoms,keyword,27,1715.9615384615386,1.371134005741447,-0.1493082606192949
grok_oggi,Sigmund Freud,sexual,keyword,26,2357.44,0.7666840084078179,-0.2837506631956589
grok_oggi,Sigmund Freud,hysteria,keyword,26,2309.88,1.2883468149306658,0.15449336029800975
grok_oggi,Sigmund Freud,vienna,keyword,24,2571.5652173913045,1.7844297101694127,
grok_oggi,Sigmund Freud,from,appaiata,93,618.5217391304348,1.0453031391670948,-0.12617267771402138
grok_oggi,Sigmund Freud,that,appaiata,61,973.4666666666667,1.1052203203405735,-0.21061496572391253
grok_oggi,Sigmund Freud,this,appaiata,38,1508.1351351351352,0.8486328170121636,-0.302756049904848
grok_oggi,Sigmund Freud,but,appaiata,26,2090.64,0.8540826883785992,-0.187039667462648
grok_oggi,Sigmund Freud,like,appaiata,26,2307.2,0.9843253098682754,-0.18462580710710028
grok_oggi,Sigmund Freud,than,appaiata,26,2214.08,0.9451059407533435,0.01316874903874115
grok_oggi,Sigmund Freud,where,appaiata,26,2284.8,0.9556086415841598,-0.10955350502106517
grok_oggi,Christianity,vocali,vocali,17721,3.385665914221219,1.13716540929506,-0.5243636222134773
grok_oggi,Christianity,spazio,spazio,8406,7.135990481856038,0.47798408510586854,-1.0207810029221076
grok_oggi,Christianity,e,lettera,5605,10.701820128479657,1.0410242765906355,-0.2662965795871126
grok_oggi,Christianity,i,lettera,4164,14.40499639682921,1.033594861436245,-0.2718573896152131
grok_oggi,Christianity,t,lettera,3756,15.975765645805593,1.1124454914318238,-0.2941571470308922
grok_oggi,Christianity,a,lettera,3711,16.16846361185984,0.9619654920043508,-0.3546270750715075
grok_oggi,Christianity,n,lettera,3401,17.640882352941176,0.9478570024889303,-0.36103737930274915
grok_oggi,Christianity,s,lettera,3198,18.76290272130122,1.036419123315634,-0.14058138207472187
grok_oggi,Christianity,r,lettera,3083,19.46593121349773,0.9704951170041363,-0.2970687684882469
grok_oggi,Christianity,o,lettera,2998,20.00800800800801,1.0047238418312536,-0.1570920158348581
grok_oggi,Christianity,h,lettera,2242,26.7652833556448,0.9756766679465868,-0.30230322313539704
grok_oggi,Christianity,l,lettera,1929,31.032157676348547,1.0625737519666647,0.04754593896498602
grok_oggi,Christianity,d,lettera,1824,32.884256719692814,0.9995696429030441,-0.1475920788035591
grok_oggi,Christianity,c,lettera,1761,34.04715909090909,1.0523350688976183,-0.1083972661282686
grok_oggi,Christianity,u,lettera,1243,48.23349436392915,1.0233447597641376,-0.20576523446439837
grok_oggi,Christianity,m,lettera,1104,54.37262012692656,0.9991572530531245,-0.03700511784335601
grok_oggi,Christianity,g,lettera,1053,56.8393536121673,0.9902072406520444,-0.07065508696047544
grok_oggi,Christianity,p,lettera,1018,58.799410029498524,1.1813726176523154,0.059598308838144244
grok_oggi,Christianity,f,lettera,830,72.2810615199035,0.9738999052423732,-0.02885220106684889
grok_oggi,Christianity,y,lettera,684,87.82430453879941,1.0750103037279726,-0.07836598255515786
grok_oggi,Christianity,w,lettera,626,95.7152,0.940792919903045,-0.22410439297547624
grok_oggi,Christianity,the,funzione,485,123.4297520661157,1.0062880815190982,-0.37371107131223047
grok_oggi,Christianity,and,funzione,298,200.8922558922559,0.9128304696856688,-0.43288621633102164
grok_oggi,Christianity,of,funzione,294,204.09556313993173,0.9988263381661907,-0.23560469570245968
grok_oggi,Christianity,in,funzione,207,290.373786407767,0.9013870035432187,-0.2591213136519651
grok_oggi,Christianity,to,funzione,143,416.33098591549293,1.095522269455162,-0.07647401442931162
grok_oggi,Christianity,as,funzione,132,452.8167938931298,1.0323084351320693,-0.22665454131923476
grok_oggi,Christianity,jewish,keyword,91,642.5222222222222,1.3119573146643004,-0.06984437631037452
grok_oggi,Christianity,hebrew,keyword,73,805.6805555555555,1.3493413884823071,0.03849619996860653
grok_oggi,Christianity,greek,keyword,64,923.9206349206349,1.6477051782837,0.14651629686489037
grok_oggi,Christianity,jesus,keyword,57,1035.875,1.6675508991183976,-0.10655641022837309
grok_oggi,Christianity,temple,keyword,46,1240.3111111111111,1.453310406557991,-0.02475807897053478
grok_oggi,Christianity,ad,keyword,41,1485.825,3.9594583196922017,0.35350935600178923
grok_oggi,Christianity,christianity,keyword,33,1826.59375,1.2296612594343568,0.21577569467995875
grok_oggi,Christianity,with,appaiata,70,852.0144927536232,0.968377979938932,-0.2321075088147891
grok_oggi,Christianity,by,appaiata,68,889.8507462686567,1.2229395185456393,0.1406232589503696
grok_oggi,Christianity,this,appaiata,51,1141.18,0.9530422282931355,-0.26863257732469326
grok_oggi,Christianity,from,appaiata,50,1216.0816326530612,1.1839027910636621,0.002266313329545912
grok_oggi,Christianity,his,appaiata,41,1487.625,1.1339136482425343,0.04693876997601257
grok_oggi,Christianity,on,appaiata,39,1448.1842105263158,1.3152393285309985,-0.06279277840384848
grok_oggi,Christianity,is,appaiata,29,1903.1785714285713,1.175003721750614,0.2870219951208006
grok_oggi,Judaism,vocali,vocali,18612,3.223684917521896,0.7416721561513688,-0.5745618403617759
grok_oggi,Judaism,spazio,spazio,8330,7.202665386000721,0.4768678487039808,-1.0096669321715863
grok_oggi,Judaism,e,lettera,5388,11.13179877482829,0.8944699860569402,-0.32068969932161157
grok_oggi,Judaism,i,lettera,4482,13.388083017183664,0.975516864655414,-0.2695000321753359
grok_oggi,Judaism,a,lettera,4215,14.236829615567157,0.9054336759558796,-0.31250606748710197
grok_oggi,Judaism,t,lettera,4033,14.870039682539682,0.9242211502535223,-0.34911416455073196
grok_oggi,Judaism,n,lettera,3590,16.70158818612427,0.889129509915865,-0.312620977693056
grok_oggi,Judaism,o,lettera,3287,18.236457699330494,0.9147847493688066,-0.2238454449004752
grok_oggi,Judaism,s,lettera,3151,19.043809523809525,0.9864615870832175,-0.11216904480335851
grok_oggi,Judaism,r,lettera,3132,19.157777068029382,0.8926146008443788,-0.2642934685111319
grok_oggi,Judaism,l,lettera,2168,27.647900323027226,1.0087238089920636,-0.022775354879232303
grok_oggi,Judaism,h,lettera,2113,28.392045454545453,0.9285226916368008,-0.2688889882538565
grok_oggi,Judaism,c,lettera,1899,31.561643835616437,1.0174254839802677,-0.12051891043303826
grok_oggi,Judaism,d,lettera,1785,33.61154708520179,0.9536703924020894,-0.18283378901603778
grok_oggi,Judaism,m,lettera,1271,47.238582677165354,1.0471031700840485,-0.006506285273001652
grok_oggi,Judaism,u,lettera,1240,48.34140435835351,0.9904194412513112,-0.14713861408452333
grok_oggi,Judaism,g,lettera,1050,57.120114394661584,0.9565433937093005,-0.10114500279513775
grok_oggi,Judaism,p,lettera,970,61.72755417956656,1.0819076072068134,0.1005327356783668
grok_oggi,Judaism,f,lettera,817,73.37745098039215,0.9031689833294553,-0.2065694701789708
grok_oggi,Judaism,b,lettera,779,77.03727506426735,1.0952216611733072,0.21042795860910177
grok_oggi,Judaism,y,lettera,643,93.40654205607477,1.00553591685007,-0.11443313806915004
grok_oggi,Judaism,the,funzione,510,117.74656188605108,1.0980861555820527,-0.32155700976885804
grok_oggi,Judaism,and,funzione,275,217.6167883211679,1.0098612669034697,-0.40139370661510204
grok_oggi,Judaism,of,funzione,273,220.13235294117646,1.0968818414511528,-0.29515444708327343
grok_oggi,Judaism,in,funzione,173,332.76162790697674,0.9687252698025057,-0.29031305312274464
grok_oggi,Judaism,to,funzione,155,386.2792207792208,0.8365343323418392,-0.2611670103669493
grok_oggi,Judaism,as,funzione,136,439.31851851851854,0.9337214989616163,-0.20938216510297608
grok_oggi,Judaism,bce,keyword,51,1167.46,1.9129802324763323,0.5010852926927261
grok_oggi,Judaism,jewish,keyword,45,1337.840909090909,2.057663743167587,0.18158340844613707
grok_oggi,Judaism,covenant,keyword,44,1379.4186046511627,1.7297829762298815,0.4749134953687584
grok_oggi,Judaism,genesis,keyword,33,1207.21875,2.1151229231171316,0.3583515058623335
grok_oggi,Judaism,divine,keyword,29,1828.4285714285713,0.8813535575338074,-0.47060248223679624
grok_oggi,Judaism,israel,keyword,33,1753.875,1.0016942648787315,-0.018546473386005832
grok_oggi,Judaism,torah,keyword,26,2223.92,1.3595617199432803,0.5012973564033211
grok_oggi,Judaism,this,appaiata,49,1165.7291666666667,0.7566338704149117,-0.49618577094315347
grok_oggi,Judaism,by,appaiata,46,1194.911111111111,0.6554123546166513,-0.4860944568423868
grok_oggi,Judaism,for,appaiata,40,1480.2051282051282,0.9383491525066051,0.022995795140341935
grok_oggi,Judaism,on,appaiata,34,1800.5151515151515,1.0944517529303697,0.2377516616186531
grok_oggi,Judaism,such,appaiata,29,2030.7142857142858,0.8444211087407627,-0.29101032530875603
grok_oggi,Judaism,these,appaiata,27,1946.1923076923076,0.9089361218303659,-0.0947995694032744
grok_oggi,Judaism,narrative,appaiata,25,1992.1666666666667,1.040161618610545,
grok_oggi,Roman Empire,vocali,vocali,19072,3.1457710660164646,0.5399982957297268,-0.5533694014219498
grok_oggi,Roman Empire,spazio,spazio,8529,7.035178236397749,0.48115627129177707,-1.0026619387285631
grok_oggi,Roman Empire,e,lettera,5532,10.846682335924788,0.8748109029927383,-0.3341741774212069
grok_oggi,Roman Empire,i,lettera,4634,12.942801640405785,0.871937595980626,-0.3081439832869762
grok_oggi,Roman Empire,a,lettera,4239,14.154082114204813,0.8515972795881488,-0.4364826935700125
grok_oggi,Roman Empire,t,lettera,3956,15.164348925410872,0.8475891056480614,-0.3516209343511034
grok_oggi,Roman Empire,n,lettera,3927,15.266938359653592,0.8286366417630314,-0.3718697319176591
grok_oggi,Roman Empire,r,lettera,3739,16.047619047619047,0.8822467526296222,-0.30972224306466567
grok_oggi,Roman Empire,s,lettera,3284,18.261041730124887,0.918642401286977,-0.10965176455394954
grok_oggi,Roman Empire,o,lettera,3066,19.569657422512236,0.9099543098999877,-0.25821091168846516
grok_oggi,Roman Empire,d,lettera,2215,27.01761517615176,0.859336513615955,-0.22022844580497455
grok_oggi,Roman Empire,l,lettera,2014,29.77297565822156,0.916384058297246,-0.11714856293284209
grok_oggi,Roman Empire,c,lettera,1709,35.083723653395786,0.9421839983355641,-0.1738790116331174
grok_oggi,Roman Empire,u,lettera,1601,37.455625,1.039141174496808,-0.035620378327968015
grok_oggi,Roman Empire,h,lettera,1416,42.362544169611304,0.9715714856177392,-0.16408698369206504
grok_oggi,Roman Empire,m,lettera,1314,45.61462300076161,0.9130388652394832,-0.1397154408889366
grok_oggi,Roman Empire,p,lettera,1166,51.481545064377684,1.0165872019848436,-0.020420181775099848
grok_oggi,Roman Empire,g,lettera,1045,57.21743295019157,0.8764148267898042,-0.23615107708441305
grok_oggi,Roman Empire,f,lettera,913,65.59429824561404,1.0123193134370698,-0.02919580853930609
grok_oggi,Roman Empire,y,lettera,683,87.69648093841643,1.0013150699505866,-0.12892162963287032
grok_oggi,Roman Empire,b,lettera,641,93.55625,0.9160548404152481,-0.160928433673615
grok_oggi,Roman Empire,the,funzione,440,136.4510250569476,1.0015403256057966,-0.3091367919793317
grok_oggi,Roman Empire,and,funzione,362,165.01939058171746,0.7869192741883839,-0.5987032754825837
grok_oggi,Roman Empire,in,funzione,205,289.2549019607843,1.0069535189135979,-0.21072119148513982
grok_oggi,Roman Empire,to,funzione,178,332.50847457627117,0.9179614015111685,-0.264886827549738
grok_oggi,Roman Empire,of,funzione,168,357.874251497006,1.1441874235482645,-0.14751118365254426
grok_oggi,Roman Empire,by,funzione,111,538.2636363636364,0.7892940939872172,-0.4176945514241515
grok_oggi,Roman Empire,ad,keyword,149,397.6756756756757,1.9053783183548052,-0.018886208426177657
grok_oggi,Roman Empire,roman,keyword,47,1293.695652173913,1.092555757073566,0.14166337889481095
grok_oggi,Roman Empire,military,keyword,41,1390.9,1.1586887655720859,-0.07874793862343483
grok_oggi,Roman Empire,imperial,keyword,31,1883.0666666666666,1.1636921285771977,-0.217185276174303
grok_oggi,Roman Empire,emperor,keyword,35,1520.4117647058824,0.8782277106643872,0.011249561279558055
grok_oggi,Roman Empire,bc,keyword,28,2207.814814814815,2.2991192167083088,0.7568917238036356
grok_oggi,Roman Empire,legions,keyword,28,1939.962962962963,1.863310853902963,0.14963196412401467
grok_oggi,Roman Empire,from,appaiata,86,694.1411764705882,1.076491585621188,-0.25591788812691746
grok_oggi,Roman Empire,under,appaiata,41,1486.0,1.0956170297895582,0.13204014189849253
grok_oggi,Roman Empire,at,appaiata,34,1799.7878787878788,1.0203592602964773,0.03929256541128035
grok_oggi,Roman Empire,while,appaiata,31,1895.6,0.5937435831657383,-0.831972150358637
grok_oggi,Roman Empire,but,appaiata,30,1755.7241379310344,1.0339118149358275,-0.21291854720451697
grok_oggi,Roman Empire,his,appaiata,29,1196.8214285714287,1.5485567187327063,0.02000198747293891
grok_oggi,Roman Empire,this,appaiata,29,2029.0,0.9907498474703529,-0.3515746397675876
grok_oggi,Cold War,vocali,vocali,18808,3.1899824533418406,0.5648622806387378,-0.5501768443892275
grok_oggi,Cold War,spazio,spazio,8475,7.080009440641963,0.46490938982334434,-1.0222771621882663
grok_oggi,Cold War,e,lettera,5661,10.595936395759717,0.8551863244496067,-0.3346973700954734
grok_oggi,Cold War,i,lettera,4384,13.676933607118412,0.9175239558689386,-0.2970450881164864
grok_oggi,Cold War,t,lettera,4085,14.689275220372185,0.8466134532124274,-0.3682855460983752
grok_oggi,Cold War,n,lettera,4028,14.889495902657066,0.8651176958588452,-0.3575760519106298
grok_oggi,Cold War,a,lettera,3813,15.727964323189926,0.8808797568871047,-0.35343347182768226
grok_oggi,Cold War,o,lettera,3497,17.159897025171624,0.8977603141724082,-0.28104029347114595
grok_oggi,Cold War,s,lettera,3327,18.027961515333732,0.9444550484515376,-0.09984220934726516
grok_oggi,Cold War,r,lettera,3289,18.24270072992701,0.8433506038253801,-0.35862789806564044
grok_oggi,Cold War,l,lettera,2041,29.40735294117647,0.9633196822031735,-0.058130035644690034
grok_oggi,Cold War,d,lettera,1947,30.826310380267216,0.8822247002496212,-0.20339619415032073
grok_oggi,Cold War,c,lettera,1913,31.357217573221757,0.957695789263603,-0.15075276219784914
grok_oggi,Cold War,h,lettera,1470,40.792375765827096,0.9810899445612536,-0.13364997385663957
grok_oggi,Cold War,u,lettera,1453,41.247933884297524,0.9287650140318578,-0.21829226682278075
grok_oggi,Cold War,m,lettera,1303,46.00384024577573,0.9767542596933589,-0.011246377373818534
grok_oggi,Cold War,g,lettera,1145,52.41258741258741,0.9177158812080257,-0.06993194878686887
grok_oggi,Cold War,p,lettera,1113,53.92805755395683,0.9831789181355148,-0.015540924426656453
grok_oggi,Cold War,f,lettera,855,70.21545667447307,0.942514326801335,-0.026313607337154973
grok_oggi,Cold War,v,lettera,710,84.32722143864598,1.0030918883538962,-0.20096080288518994
grok_oggi,Cold War,b,lettera,624,96.07383627608347,0.9658285425082853,-0.08476511745216068
grok_oggi,Cold War,the,funzione,453,132.40265486725664,0.924868389215653,-0.3547888922246303
grok_oggi,Cold War,and,funzione,259,231.06201550387595,0.9093451183056764,-0.4131065786105451
grok_oggi,Cold War,in,funzione,194,309.13471502590676,0.9310980135471715,-0.29016421316074653
grok_oggi,Cold War,to,funzione,188,319.05882352941177,0.9151279814142881,-0.36262757119789707
grok_oggi,Cold War,of,funzione,165,360.2560975609756,1.0521879886013796,-0.11417452404291595
grok_oggi,Cold War,on,funzione,117,513.6637931034483,0.8534330935808089,-0.314764758059441
grok_oggi,Cold War,soviet,keyword,147,409.5068493150685,0.7599085137641594,-0.5049474536239158
grok_oggi,Cold War,war,keyword,62,937.9508196721312,1.0303386099283218,0.011899354363595389
grok_oggi,Cold War,communist,keyword,42,1332.6097560975609,1.060521035138462,-0.041710637500717275
grok_oggi,Cold War,europe,keyword,32,1388.0645161290322,1.1165097259020358,-0.15809900856781067
grok_oggi,Cold War,military,keyword,30,2008.8620689655172,0.6399585804285502,-0.5106486836403562
grok_oggi,Cold War,united,keyword,28,2112.8888888888887,1.338579699712755,0.6287089131942862
grok_oggi,Cold War,western,keyword,30,1951.0344827586207,1.25848465432529,0.07639297795799292
grok_oggi,Cold War,as,appaiata,81,733.075,0.9581738625092479,-0.3977220722946015
grok_oggi,Cold War,for,appaiata,56,1029.9818181818182,0.9966547349306929,-0.07642147188718854
grok_oggi,Cold War,over,appaiata,34,1754.060606060606,0.7719861007142302,-0.25224932462140154
grok_oggi,Cold War,against,appaiata,29,1887.5,0.9467193672234376,0.026331427720520443
grok_oggi,Cold War,but,appaiata,26,2290.0,1.1627393214059967,-0.11365678849148325
grok_oggi,Cold War,economic,appaiata,26,2237.68,1.2999594090205582,-0.3927061709201753
grok_oggi,Cold War,like,appaiata,26,2121.52,1.132131977577453,-0.10816371312985035
grok_oggi,Moscow,vocali,vocali,18080,3.318601692571492,0.6146491165444455,-0.5481718866658594
grok_oggi,Moscow,spazio,spazio,8410,7.13437983113331,0.47695688088084376,-1.0021281272523126
grok_oggi,Moscow,e,lettera,5158,11.631956563893736,0.8733673946559731,-0.29661301468967877
grok_oggi,Moscow,i,lettera,4335,13.838024919243193,0.8695243611255683,-0.3289241967490106
grok_oggi,Moscow,t,lettera,4087,14.675721977484091,0.8629597777244984,-0.3516689173643792
grok_oggi,Moscow,n,lettera,3699,16.216873985938346,0.8267955393029495,-0.3580072066159337
grok_oggi,Moscow,a,lettera,3674,16.324258099646066,0.8829107364091925,-0.3776720377484915
grok_oggi,Moscow,o,lettera,3534,16.98131899235777,0.8989220761126323,-0.25424087533206063
grok_oggi,Moscow,r,lettera,3429,17.48891481913652,0.8205930961024807,-0.40395034257229767
grok_oggi,Moscow,s,lettera,3318,18.08622249020199,0.9656112976932086,-0.11494343710681593
grok_oggi,Moscow,c,lettera,2012,29.796121332670314,0.8977297132454268,-0.22901171975575377
grok_oggi,Moscow,l,lettera,2006,29.909725685785535,0.9753690851749058,-0.07740858297961084
grok_oggi,Moscow,d,lettera,1820,32.95052226498076,0.8589653755272977,-0.2283558744822672
grok_oggi,Moscow,h,lettera,1500,39.88992661774516,0.9758282632653281,-0.13355581547151002
grok_oggi,Moscow,u,lettera,1379,43.45283018867924,0.9140968212685249,-0.28025122840063665
grok_oggi,Moscow,m,lettera,1251,47.9928,0.9428555439341615,-0.1440797000235182
grok_oggi,Moscow,g,lettera,1062,56.502356267672006,0.9356715229720117,-0.20449163568755427
grok_oggi,Moscow,p,lettera,1039,57.73603082851638,1.0106464443840908,0.09704241525798002
grok_oggi,Moscow,f,lettera,915,65.50328227571116,1.0502531871225542,0.06438956906902353
grok_oggi,Moscow,y,lettera,731,82.13698630136986,0.875787069191207,-0.23287325429936137
grok_oggi,Moscow,v,lettera,670,89.3662182361734,1.0794569436236519,-0.026520277011861312
grok_oggi,Moscow,the,funzione,461,129.9891304347826,1.2054415784016463,-0.28038720326372907
grok_oggi,Moscow,and,funzione,290,207.39446366782008,0.7837819280505194,-0.5742739798227836
grok_oggi,Moscow,of,funzione,215,279.0233644859813,0.9920897836263857,-0.1915179153193935
grok_oggi,Moscow,in,funzione,197,304.7704081632653,0.9426086803065267,-0.32110758781589815
grok_oggi,Moscow,to,funzione,156,378.5741935483871,1.0184461056474303,-0.20892842381053914
grok_oggi,Moscow,by,funzione,111,510.4909090909091,0.981665012484715,-0.15559389438558277
grok_oggi,Moscow,moscow,keyword,161,372.85,0.8836249873867057,-0.5164134824513597
grok_oggi,Moscow,moscow's,keyword,47,1141.1521739130435,1.0694970582934364,-0.363228506312066
grok_oggi,Moscow,city,keyword,65,903.640625,1.0865932929029103,-0.22929265807561322
grok_oggi,Moscow,population,keyword,29,1566.9642857142858,1.323601498996365,0.01665793293450481
grok_oggi,Moscow,central,keyword,27,2293.653846153846,1.3667130614600995,-0.24934225576138772
grok_oggi,Moscow,russian,keyword,26,2382.8,1.148520876237877,0.30305937854706133
grok_oggi,Moscow,million,keyword,24,2423.0434782608695,1.9382673117784948,
grok_oggi,Moscow,with,appaiata,104,569.252427184466,0.7827820078528057,-0.6281282505522716
grok_oggi,Moscow,for,appaiata,48,1197.1702127659576,1.2465773128710556,0.029377372684032226
grok_oggi,Moscow,on,appaiata,47,1269.8260869565217,1.0623855365969102,-0.08341701763719152
grok_oggi,Moscow,at,appaiata,29,2063.0,1.7765182192453974,0.4467736074999786
grok_oggi,Moscow,amid,appaiata,27,2043.7692307692307,0.7447696244056634,-0.6570033616114943
grok_oggi,Moscow,including,appaiata,25,2328.0,0.7160984144679753,
grok_oggi,Moscow,this,appaiata,24,2288.3478260869565,0.824583776971752,
grok_oggi,Nelson Mandela,vocali,vocali,18912,3.1724922003066998,0.5350587095897553,-0.5918432270328002
grok_oggi,Nelson Mandela,spazio,spazio,8408,7.136077078624956,0.4797235795310859,-0.99436616430303
grok_oggi,Nelson Mandela,e,lettera,5503,10.901308615049073,0.8468293937843848,-0.3297802692979381
grok_oggi,Nelson Mandela,i,lettera,4430,13.542334612779408,0.8904625946047265,-0.30081823314898243
grok_oggi,Nelson Mandela,a,lettera,4384,13.684234542550763,0.9021090220063964,-0.3911091597936125
grok_oggi,Nelson Mandela,n,lettera,4179,14.359023456199138,0.8450485067762726,-0.35981774311880776
grok_oggi,Nelson Mandela,t,lettera,4028,14.880804569158181,0.8582095710037856,-0.3304877783829122
grok_oggi,Nelson Mandela,o,lettera,3283,18.279098110907984,0.88215981549418,-0.3130065976280816
grok_oggi,Nelson Mandela,r,lettera,3281,18.289024390243902,0.849019584357633,-0.3382953106511451
grok_oggi,Nelson Mandela,s,lettera,3103,19.33397807865893,0.9383136130455981,-0.08935916343670944
grok_oggi,Nelson Mandela,l,lettera,2211,27.14389140271493,0.9743010812737546,-0.05604075635864899
grok_oggi,Nelson Mandela,d,lettera,2181,27.503669724770642,0.8920915331627128,-0.24053911570177375
grok_oggi,Nelson Mandela,c,lettera,1910,31.379256155055003,0.96422525292917,-0.1647927726886978
grok_oggi,Nelson Mandela,h,lettera,1596,37.60689655172414,0.954974839650944,-0.16693775950014464
grok_oggi,Nelson Mandela,m,lettera,1407,42.607396870554766,0.9934353375858963,-0.05935680579375985
grok_oggi,Nelson Mandela,u,lettera,1312,45.6323417238749,0.9662190859680666,-0.15838458576843162
grok_oggi,Nelson Mandela,g,lettera,1220,49.022149302707135,0.9041640313313134,-0.15596800210870534
grok_oggi,Nelson Mandela,p,lettera,1127,53.207815275310836,0.9760079050890798,-0.01681472574261877
grok_oggi,Nelson Mandela,f,lettera,907,66.09713024282561,0.9541376323236023,-0.04256783165527704
grok_oggi,Nelson Mandela,y,lettera,602,99.77537437603993,0.9542336692568623,-0.19041169828069635
grok_oggi,Nelson Mandela,b,lettera,569,105.24295774647888,0.9628016988728799,0.008501147509072741
grok_oggi,Nelson Mandela,the,funzione,374,159.38069705093835,1.0432178833995016,-0.30019874177691364
grok_oggi,Nelson Mandela,and,funzione,282,212.82918149466192,0.8376496453127148,-0.5037938452958326
grok_oggi,Nelson Mandela,to,funzione,224,267.609865470852,0.852737268917918,-0.42203297749125135
grok_oggi,Nelson Mandela,in,funzione,186,321.38378378378377,0.9612947277857833,-0.27184702426106216
grok_oggi,Nelson Mandela,of,funzione,153,389.9671052631579,0.9579494243127159,-0.14358071966657082
