corpus,titolo,sequenza,tipo,n_eventi,mean_tau,cv_tau,J
wikipedia,Russia,g,lettera,917,65.353711790393,0.9511370607157051,-0.14242332747284495
wikipedia,Russia,y,lettera,705,85.1122159090909,1.0260840000445643,-0.12350270886432516
wikipedia,Russia,w,lettera,680,88.19440353460972,0.9762372669401607,-0.1944457892924012
wikipedia,Russia,the,funzione,947,63.356236786469346,0.9730280022571757,-0.628539705855615
wikipedia,Russia,of,funzione,435,137.7258064516129,0.9687396681798107,-0.38296233367542803
wikipedia,Russia,and,funzione,355,168.65254237288136,0.838876752277596,-0.44990892511185965
wikipedia,Russia,in,funzione,299,200.7013422818792,1.0578803696493702,-0.20536064146370936
wikipedia,Russia,to,funzione,151,391.81333333333333,1.2233483838249526,0.00412766524109352
wikipedia,Russia,as,funzione,105,569.8461538461538,1.121559063336162,0.1823599263058686
wikipedia,Russia,russia,keyword,149,404.97297297297297,1.385453426396661,-0.2773678188338882
wikipedia,Russia,russian,keyword,105,571.1057692307693,1.3725342121222974,-0.00783252165342704
wikipedia,Russia,war,keyword,47,1203.4565217391305,1.8887303853802282,0.22778006581254634
wikipedia,Russia,soviet,keyword,52,1054.450980392157,2.9528268307863628,0.09728777953164776
wikipedia,Russia,state,keyword,34,1696.1818181818182,1.3057788185418886,0.034243505696444736
wikipedia,Russia,union,keyword,31,1658.3666666666666,2.5259222386882305,0.18180246858577984
wikipedia,Russia,europe,keyword,29,2087.214285714286,1.370440948700327,0.31480212658118806
wikipedia,Russia,by,appaiata,81,723.75,1.1358885988273788,-0.168943130027273
wikipedia,Russia,is,appaiata,70,868.231884057971,3.1970915166434732,0.06473362362575305
wikipedia,Russia,which,appaiata,45,1335.0,0.8772225439355962,-0.3170614939266732
wikipedia,Russia,with,appaiata,52,1126.5686274509803,1.144937866365076,0.1850984347278696
wikipedia,Russia,for,appaiata,33,1818.21875,0.9369323895533554,0.04808001846815126
wikipedia,Russia,th,appaiata,34,1587.7575757575758,2.351739627344473,0.679346545925751
wikipedia,Russia,were,appaiata,29,1808.6785714285713,1.4124206924457516,0.014352202229863727
wikipedia,Winston Churchill,vocali,vocali,18175,3.3010894684714427,0.4938509987442755,-0.6435318030752274
wikipedia,Winston Churchill,spazio,spazio,9506,6.311835875854813,0.48410038643021824,-1.0316865397251331
wikipedia,Winston Churchill,e,lettera,5758,10.418968212610734,0.8718674720770043,-0.3054693933120035
wikipedia,Winston Churchill,a,lettera,3977,15.08324949698189,0.8648639015046751,-0.3568152733669249
wikipedia,Winston Churchill,t,lettera,3836,15.632855280312908,0.8721242687924051,-0.3010841900151383
wikipedia,Winston Churchill,i,lettera,3768,15.921688346164057,0.8759175791637374,-0.2900854589365973
wikipedia,Winston Churchill,n,lettera,3485,17.214982778415614,0.843324790869446,-0.3319851395034512
wikipedia,Winston Churchill,r,lettera,3382,17.736468500443657,0.8000304062252785,-0.4489431581146304
wikipedia,Winston Churchill,o,lettera,3365,17.830856123662308,0.912107090157268,-0.2173274293482361
wikipedia,Winston Churchill,s,lettera,2823,21.25797306874557,0.9150069122386236,-0.14421212134726621
wikipedia,Winston Churchill,h,lettera,2599,23.080061585835256,0.9291609128349512,-0.3225702468733145
wikipedia,Winston Churchill,l,lettera,2276,26.347252747252746,1.0638201896889583,0.06511388539934125
wikipedia,Winston Churchill,d,lettera,1995,30.079237713139417,0.9254144744928753,-0.13615976613726305
wikipedia,Winston Churchill,c,lettera,1874,32.017618793379604,0.9765539035548261,-0.16360109569192957
wikipedia,Winston Churchill,u,lettera,1307,45.863705972434914,0.9175590104170412,-0.2822369792046031
wikipedia,Winston Churchill,m,lettera,1206,49.73692946058091,1.0162723295634222,-0.00708509292172219
wikipedia,Winston Churchill,f,lettera,1036,57.772946859903385,0.9768863033184598,-0.026612887585783073
wikipedia,Winston Churchill,p,lettera,971,61.61237113402062,1.022535379286844,0.10676670833042919
wikipedia,Winston Churchill,g,lettera,910,65.62816281628163,0.9285096414408661,-0.12687561128915228
wikipedia,Winston Churchill,w,lettera,844,71.15302491103203,0.9498668913394418,-0.15087490278508306
wikipedia,Winston Churchill,b,lettera,824,72.84447144592953,0.9813482753808643,-0.1558039014159964
wikipedia,Winston Churchill,the,funzione,638,93.88540031397174,0.9809180837027983,-0.4604597186342335
wikipedia,Winston Churchill,of,funzione,321,186.725,1.002033649561523,-0.23407530258400924
wikipedia,Winston Churchill,in,funzione,310,191.63430420711975,1.0004097003505634,-0.27024628465050543
wikipedia,Winston Churchill,to,funzione,282,212.16370106761565,0.8625033610494283,-0.37347840932907195
wikipedia,Winston Churchill,and,funzione,273,220.08823529411765,0.8716471382839597,-0.4326518434583555
wikipedia,Winston Churchill,he,funzione,200,284.7386934673367,1.0642490649275065,-0.17372912777835972
wikipedia,Winston Churchill,churchill,keyword,205,293.61764705882354,0.6809088715332788,-0.706549567072103
wikipedia,Winston Churchill,government,keyword,49,1209.3541666666667,1.4626390385919392,0.10605946726377999
wikipedia,Winston Churchill,british,keyword,35,1737.4705882352941,0.9182640797801053,0.0061701639647616284
wikipedia,Winston Churchill,may,keyword,25,2400.1666666666665,1.2180165816280901,
wikipedia,Winston Churchill,conservative,keyword,27,1758.6153846153845,1.211336479964624,0.11447824060389934
wikipedia,Winston Churchill,first,keyword,24,2380.4347826086955,0.9440329250286654,
wikipedia,Winston Churchill,minister,keyword,23,2686.9545454545455,1.4163379672899372,
wikipedia,Winston Churchill,was,appaiata,176,342.3485714285714,1.0095399010561017,-0.25325113585370146
wikipedia,Winston Churchill,an,appaiata,41,1443.025,1.0934832395244833,0.18131201711928205
wikipedia,Winston Churchill,had,appaiata,36,1590.5428571428572,1.0701464847529043,-0.004916745038374617
wikipedia,Winston Churchill,him,appaiata,25,2286.75,0.6988965859935082,
wikipedia,Winston Churchill,would,appaiata,24,1871.8260869565217,0.8108612803980862,
wikipedia,Winston Churchill,this,appaiata,25,1780.0416666666667,1.0261016839274673,
wikipedia,Winston Churchill,after,appaiata,22,2622.0476190476193,0.8837044445351643,
wikipedia,France,vocali,vocali,18231,3.290565002742732,0.5616325022869234,-0.5486205105958896
wikipedia,France,spazio,spazio,9227,6.502384565358769,0.47839682365768116,-1.0481058822230924
wikipedia,France,e,lettera,5870,10.218947009712046,0.8101699389551446,-0.3896402953718404
wikipedia,France,t,lettera,4062,14.765574981531643,0.8613460690819502,-0.3651633658812682
wikipedia,France,a,lettera,3977,15.087273641851107,0.8721505882780433,-0.4318074936519194
wikipedia,France,n,lettera,3923,15.29500254971953,0.8301537842322316,-0.3951933289857862
wikipedia,France,i,lettera,3797,15.799789251844047,0.9057598769415445,-0.25893426984821166
wikipedia,France,r,lettera,3461,17.33670520231214,0.8055416466214919,-0.4400456389313547
wikipedia,France,o,lettera,3270,18.34414193943102,0.8710685293226309,-0.31821045027383327
wikipedia,France,s,lettera,2846,21.06854130052724,0.9557276557860928,-0.11599914464747815
wikipedia,France,h,lettera,2064,29.063499757634514,0.9511397794349512,-0.2484712305108851
wikipedia,France,l,lettera,2063,29.073229873908826,1.0019383859439426,-0.017243085815358123
wikipedia,France,c,lettera,1921,31.241666666666667,0.962610556379388,-0.17458320959667864
wikipedia,France,d,lettera,1805,33.14911308203991,0.9295800240016213,-0.12998869871339333
wikipedia,France,u,lettera,1317,45.52887537993921,1.0179234980654142,-0.1591199589158033
wikipedia,France,f,lettera,1211,49.574380165289256,1.081951563519348,-0.061543501152676344
wikipedia,France,m,lettera,1178,50.896346644010194,0.9892026700707872,-0.08488318831482947
wikipedia,France,p,lettera,1030,58.22740524781341,1.0557238192830019,0.03411849763439225
wikipedia,France,g,lettera,900,66.46607341490545,1.0447185916549577,-0.11598516661860973
wikipedia,France,y,lettera,663,90.20090634441088,1.0138674862562622,-0.14737237185052698
wikipedia,France,w,lettera,654,91.73813169984686,1.0869055825460454,-0.11356007040839813
wikipedia,France,the,funzione,866,69.27514450867052,0.9815820513206871,-0.5438379623352544
wikipedia,France,of,funzione,384,154.62402088772845,1.0241012957431266,-0.28898371075980384
wikipedia,France,and,funzione,381,156.86315789473684,0.8620229265294249,-0.44701919513514193
wikipedia,France,in,funzione,309,194.02597402597402,1.0020503442754294,-0.24980349257826506
wikipedia,France,to,funzione,147,405.3150684931507,1.088400608890784,0.008958454746628696
wikipedia,France,is,funzione,94,642.1720430107526,2.1786112566090163,0.108938857774757
wikipedia,France,france,keyword,160,376.71069182389937,1.2360572071014504,-0.224193618491984
wikipedia,France,french,keyword,106,567.6571428571428,1.3283379926774375,0.061875609044890034
wikipedia,France,world,keyword,45,1257.8863636363637,2.0932546332723057,0.14152452005227004
wikipedia,France,million,keyword,31,1970.7,2.340521730951791,0.6895178389746253
wikipedia,France,europe,keyword,34,1757.7575757575758,0.9542647271004012,0.06862265270285386
wikipedia,France,war,keyword,24,2459.8260869565215,1.7378648998082211,
wikipedia,France,largest,keyword,31,1916.7333333333333,1.682023752325925,0.568275485681042
wikipedia,France,by,appaiata,90,654.8089887640449,1.0978226800113606,-0.08977441314062334
wikipedia,France,was,appaiata,83,706.2682926829268,1.5513195985979535,0.059547311317655054
wikipedia,France,th,appaiata,33,1792.03125,1.7657260627456581,0.750578228264744
wikipedia,France,law,appaiata,30,404.37931034482756,3.0151223374904736,0.1646622500020053
wikipedia,France,at,appaiata,27,2201.076923076923,1.4171935863322795,0.2889067025378354
wikipedia,France,on,appaiata,23,2203.4545454545455,0.7668847156454985,
wikipedia,France,empire,appaiata,22,1074.1904761904761,1.2611826633985084,
wikipedia,United States,vocali,vocali,18521,3.2395788336933045,0.551661495038571,-0.5772360387248383
wikipedia,United States,spazio,spazio,9087,6.602575390710984,0.48432452675877447,-1.039833591310965
wikipedia,United States,e,lettera,5943,10.090878492090205,0.8199116945452023,-0.3863522018253056
wikipedia,United States,t,lettera,4621,12.985064935064935,0.8530742658967791,-0.33606271590327946
wikipedia,United States,a,lettera,4064,14.759291164164411,0.8572554592342414,-0.42560115193082815
wikipedia,United States,i,lettera,3815,15.717094913476664,0.9082147482093279,-0.265332578628926
wikipedia,United States,n,lettera,3752,15.987203412423353,0.8554937586894223,-0.3654219015159692
wikipedia,United States,o,lettera,3364,17.835563484983645,0.8600092448788325,-0.33710096417884683
wikipedia,United States,s,lettera,3250,18.45798707294552,0.9152370333216311,-0.16775147421053604
wikipedia,United States,r,lettera,3150,19.04287075261988,0.8353521785082478,-0.36011267052137425
wikipedia,United States,l,lettera,1993,30.10090361445783,1.0217761036125395,0.020338018568610304
wikipedia,United States,h,lettera,1979,30.32912032355915,0.8943230455796463,-0.3237798037193162
wikipedia,United States,d,lettera,1887,31.795864262990456,0.8625238807070932,-0.26930304687188766
wikipedia,United States,c,lettera,1739,34.40046029919448,0.9710849710989258,-0.18286658750978185
wikipedia,United States,u,lettera,1335,44.94902548725637,0.9391530225627573,-0.2441349573185643
wikipedia,United States,m,lettera,1162,51.58742463393626,1.0025789037803565,-0.0433678152992117
wikipedia,United States,p,lettera,1024,58.495601173020525,1.097058932639661,0.0815457537643506
wikipedia,United States,f,lettera,997,60.21686746987952,0.9795653234880851,-0.07778455015198132
wikipedia,United States,g,lettera,856,69.9029239766082,0.9653388439195082,-0.09291164576435597
wikipedia,United States,y,lettera,660,90.58573596358119,0.9946826431274715,-0.1603071081064897
wikipedia,United States,w,lettera,637,94.25157232704403,1.0203467727544484,-0.09445528650711832
wikipedia,United States,the,funzione,914,65.61555312157722,0.8947007300266626,-0.6263033460162192
wikipedia,United States,of,funzione,372,159.62803234501348,1.0322746638672875,-0.3741809461418662
wikipedia,United States,and,funzione,327,183.3957055214724,0.8174941932455186,-0.4419425370207483
wikipedia,United States,in,funzione,298,201.45791245791247,1.0484350053420897,-0.2134458050002618
wikipedia,United States,to,funzione,150,400.06040268456377,1.3215146634607877,-0.014184297730214089
wikipedia,United States,is,funzione,96,597.0631578947368,2.220576334358749,0.002986752960395687
wikipedia,United States,states,keyword,126,472.68,1.001664346986243,-0.2358105258643366
wikipedia,United States,united,keyword,100,596.8181818181819,1.0355334409938508,-0.1200663432631904
wikipedia,United States,federal,keyword,49,1226.9583333333333,1.773362538577206,0.36021137769387407
wikipedia,United States,state,keyword,40,1339.5641025641025,1.9801596438797047,0.4235092167940723
wikipedia,United States,war,keyword,35,1210.7941176470588,1.8449610475539417,0.3106458402879824
wikipedia,United States,world's,keyword,30,1986.4827586206898,2.0180482943195006,0.39592402966818707
wikipedia,United States,american,keyword,32,1796.0967741935483,1.1184071764670043,0.03922101319159862
wikipedia,United States,by,appaiata,90,642.9775280898876,1.088473594388391,-0.06702736206592978
wikipedia,United States,with,appaiata,72,839.6619718309859,0.9613251273091762,-0.16458297958398221
wikipedia,United States,for,appaiata,49,1185.2083333333333,1.134273776721593,0.023615134434694745
wikipedia,United States,its,appaiata,34,1659.090909090909,0.9195378815233171,0.102989819122059
wikipedia,United States,that,appaiata,34,1587.4242424242425,1.1055414068335465,-0.24516924581869473
wikipedia,United States,it,appaiata,31,1935.0333333333333,0.8958030542787634,-0.09104940504279123
wikipedia,United States,on,appaiata,31,1864.1,1.2570391408004156,0.3611769666286132
wikipedia,Socialism,vocali,vocali,19520,3.073723039090117,0.49679290253297026,-0.5990376643767056
wikipedia,Socialism,spazio,spazio,8723,6.878009630818619,0.5028594469039331,-1.0024168294591134
wikipedia,Socialism,e,lettera,5151,11.646796116504854,0.8591707628101836,-0.2950688277190604
wikipedia,Socialism,i,lettera,4778,12.552020096294745,0.8723382974300654,-0.3669991413108866
wikipedia,Socialism,t,lettera,4479,13.389012952210809,0.8284103739062301,-0.40522908756245235
wikipedia,Socialism,a,lettera,4275,14.036031820308844,0.8427171998428885,-0.4682236250530005
wikipedia,Socialism,o,lettera,4068,14.743299729530367,0.8309430195367786,-0.35676046749526763
wikipedia,Socialism,s,lettera,3851,15.58077922077922,0.9161070825775355,-0.2265899813767854
wikipedia,Socialism,n,lettera,3375,17.769709543568464,0.8832747739903204,-0.31554522555994274
wikipedia,Socialism,r,lettera,2981,20.10704697986577,0.8477675684981587,-0.33490635791162054
wikipedia,Socialism,c,lettera,2374,25.265486725663717,0.9647107227376077,-0.23877783046822987
wikipedia,Socialism,l,lettera,2349,25.514480408858603,0.8763037964060567,-0.21864675447845477
wikipedia,Socialism,h,lettera,1800,33.31906614785992,0.9554539138225048,-0.23679010418551985
wikipedia,Socialism,d,lettera,1702,35.24044679600235,0.9009067053633663,-0.24434883144755304
wikipedia,Socialism,m,lettera,1638,36.64324984728161,1.0537351175424376,-0.018927807790963858
wikipedia,Socialism,u,lettera,1248,47.973536487570165,0.9894148100507232,-0.16696576973657476
wikipedia,Socialism,p,lettera,1045,57.30268199233716,1.0289367357635628,0.06095661277961186
wikipedia,Socialism,f,lettera,1032,58.001939864209504,0.9861304261602594,-0.0768056461290509
wikipedia,Socialism,y,lettera,703,85.38603988603988,0.9366508644628918,-0.22065885886977052
wikipedia,Socialism,g,lettera,650,92.23574730354392,0.9795793529361378,-0.050992788414096164
wikipedia,Socialism,b,lettera,580,103.22107081174438,1.0307789230748559,-0.08196209363866673
wikipedia,Socialism,the,funzione,575,104.25783972125436,1.0219602573547695,-0.4195594862864867
wikipedia,Socialism,of,funzione,422,142.0308788598575,0.9749727500927515,-0.4916476353698157
wikipedia,Socialism,and,funzione,347,173.21965317919074,0.8022377163385602,-0.6039829426963741
wikipedia,Socialism,to,funzione,234,256.412017167382,1.014456132112746,-0.1151965722106304
wikipedia,Socialism,in,funzione,222,267.9321266968326,1.07318898498218,-0.13268957778219626
wikipedia,Socialism,as,funzione,137,437.81617647058823,0.8477517019500465,-0.09178939665781237
wikipedia,Socialism,socialism,keyword,143,421.88732394366195,1.560684125604529,0.0030849582958057055
wikipedia,Socialism,socialist,keyword,105,568.0288461538462,1.1158766061859253,-0.10075870885174705
wikipedia,Socialism,social,keyword,88,677.8850574712644,1.6247393382229331,0.1141948855862785
wikipedia,Socialism,socialists,keyword,51,1079.2,0.9962135495870713,0.13896732217930846
wikipedia,Socialism,economic,keyword,45,1362.1363636363637,1.3483578203036017,0.2442858555859119
wikipedia,Socialism,state,keyword,44,1194.4883720930231,1.4559856619230236,0.14143300079157867
wikipedia,Socialism,democratic,keyword,44,1219.7209302325582,1.9328296565515892,0.30492183940789325
wikipedia,Socialism,that,appaiata,127,469.0079365079365,1.1210679702674544,-0.11441819586942856
wikipedia,Socialism,is,appaiata,87,687.5813953488372,1.0878705964317141,-0.0017027367701433242
wikipedia,Socialism,by,appaiata,68,892.0149253731344,0.939440295995088,-0.14104885325709118
wikipedia,Socialism,with,appaiata,47,1294.4130434782608,1.0536114240033398,-0.12418383296397609
wikipedia,Socialism,be,appaiata,46,1264.1555555555556,0.9638929744829885,-0.05255441753412483
wikipedia,Socialism,an,appaiata,44,1393.3720930232557,0.9802975716551847,-0.04692129742124627
wikipedia,Socialism,it,appaiata,44,1371.2790697674418,1.2160246415960714,0.10346634686266117
wikipedia,Wikipedia,vocali,vocali,19316,3.1062386746052293,0.5207296418231346,-0.6038447939933027
wikipedia,Wikipedia,spazio,spazio,9037,6.638667552014166,0.4891790379808182,-0.9957535330706703
wikipedia,Wikipedia,e,lettera,5932,10.112459956162535,0.8052840435136102,-0.3759333408879874
wikipedia,Wikipedia,i,lettera,4685,12.80593509820666,0.9365349458492277,-0.30542930368199284
wikipedia,Wikipedia,t,lettera,4080,14.690120127482226,0.8729982107744418,-0.305016579356427
wikipedia,Wikipedia,a,lettera,4042,14.845335313041327,0.8233271853893301,-0.4268591385535718
wikipedia,Wikipedia,n,lettera,3414,17.573395839437445,0.8595398168662474,-0.30219150549988
wikipedia,Wikipedia,o,lettera,3396,17.659499263622976,0.8659054250741163,-0.33791640978704895
wikipedia,Wikipedia,s,lettera,3077,19.50065019505852,0.921170445386515,-0.1425715625963481
wikipedia,Wikipedia,r,lettera,2990,20.0598862495818,0.8865386328363332,-0.32504400491832885
wikipedia,Wikipedia,d,lettera,2199,27.28707916287534,0.8703951657392789,-0.27796619835637093
wikipedia,Wikipedia,l,lettera,1874,31.985584623598506,0.9922415509646162,0.017973466517211153
wikipedia,Wikipedia,c,lettera,1819,32.96589658965897,0.9432014356056216,-0.1452074764299298
wikipedia,Wikipedia,h,lettera,1663,35.997593261131165,0.954048521502504,-0.2484288973463835
wikipedia,Wikipedia,u,lettera,1261,47.55714285714286,0.9534458704956335,-0.24452801394325327
wikipedia,Wikipedia,p,lettera,1218,49.28266228430567,0.9902814229546668,-0.09310208232403296
wikipedia,Wikipedia,m,lettera,1115,53.810592459605026,1.0031851308698356,0.050586585230405455
wikipedia,Wikipedia,f,lettera,1003,59.83832335329341,0.9957050629896317,-0.013057867108999935
wikipedia,Wikipedia,w,lettera,928,64.70010787486515,0.9861485873594618,-0.22821870450156326
wikipedia,Wikipedia,g,lettera,912,65.7211855104281,0.9672384564057641,-0.050983340832077916
wikipedia,Wikipedia,y,lettera,697,86.14655172413794,0.967257836188115,-0.18365616358222592
wikipedia,Wikipedia,the,funzione,500,119.50901803607215,0.9743131737540638,-0.4324355786521156
wikipedia,Wikipedia,of,funzione,336,176.48358208955224,0.9986360757601281,-0.2980304439109901
wikipedia,Wikipedia,in,funzione,257,232.9375,1.0334140543868233,-0.19533864951444893
wikipedia,Wikipedia,and,funzione,248,240.93117408906883,0.8403596853180767,-0.46493341119371623
wikipedia,Wikipedia,to,funzione,218,266.57603686635946,0.9089169373164631,-0.27744922449079523
wikipedia,Wikipedia,that,funzione,147,384.2739726027397,1.1964965698789574,-0.23730331040629213
wikipedia,Wikipedia,wikipedia,keyword,262,229.7969348659004,0.9108544732048492,-0.42450977288968744
wikipedia,Wikipedia,articles,keyword,65,780.15625,1.445902704679756,0.135826234252135
wikipedia,Wikipedia,editors,keyword,58,872.421052631579,1.2229324498241507,0.11980317662068891
wikipedia,Wikipedia,article,keyword,46,1209.2666666666667,0.9719956270357617,0.08360096528512205
wikipedia,Wikipedia,english,keyword,42,1173.4146341463415,1.2905825131497972,0.1682359323565095
wikipedia,Wikipedia,wikimedia,keyword,31,1977.0666666666666,1.9443605396434889,0.5226716877480388
wikipedia,Wikipedia,wikipedia's,keyword,27,1827.6538461538462,0.8467713188111494,-0.5943292387759259
wikipedia,Wikipedia,for,appaiata,97,614.6666666666666,0.991631329457514,-0.09799216645547257
wikipedia,Wikipedia,are,appaiata,63,922.1290322580645,1.4229340767842777,0.10497012278030161
wikipedia,Wikipedia,was,appaiata,52,1144.4313725490197,1.3277837099553431,-0.0033961762474216503
wikipedia,Wikipedia,not,appaiata,40,1356.025641025641,1.0509433818783298,-0.030082261108351927
wikipedia,Wikipedia,its,appaiata,37,1547.4444444444443,1.1577870520560156,0.19126730973979242
wikipedia,Wikipedia,which,appaiata,30,2036.5862068965516,1.0049633450122544,-0.07320043521990684
wikipedia,Wikipedia,content,appaiata,27,2163.346153846154,1.0118035256726565,0.2611401978479513
wikipedia,Moon,vocali,vocali,18316,3.2758394758394758,0.5805166297941105,-0.5692124276852395
wikipedia,Moon,spazio,spazio,9786,6.1307102708226875,0.4661324372399355,-1.0409812134482004
wikipedia,Moon,e,lettera,5739,10.456082258626699,0.8175600210846261,-0.37125267703545295
wikipedia,Moon,t,lettera,4583,13.091663029244872,0.784126177640492,-0.46957638661172035
wikipedia,Moon,a,lettera,4143,14.47682279092226,0.8236547745715629,-0.4450335745266031
wikipedia,Moon,o,lettera,3831,15.657702349869451,0.9231797877434096,-0.1347381306079908
wikipedia,Moon,i,lettera,3377,17.767772511848342,0.9234220159903798,-0.2737036166566844
wikipedia,Moon,n,lettera,3319,18.0792646172393,0.8571468758375842,-0.3508074127286941
wikipedia,Moon,s,lettera,3257,18.421375921375923,0.8944100078296224,-0.16775969154034864
wikipedia,Moon,r,lettera,3134,19.13916374082349,0.8297811834019705,-0.39669615111411227
wikipedia,Moon,h,lettera,2353,25.480867346938776,0.8852596317937452,-0.3196362975563883
wikipedia,Moon,l,lettera,2073,28.9469111969112,1.0265383376031953,0.03524068438093952
wikipedia,Moon,c,lettera,1631,36.75030674846626,1.022239453505049,-0.05262080790278724
wikipedia,Moon,d,lettera,1595,37.59974905897114,0.9412651719950575,-0.18686195838473776
wikipedia,Moon,m,lettera,1537,39.026041666666664,0.9038696937242058,-0.22369852453299202
wikipedia,Moon,u,lettera,1226,48.95755102040816,0.9117469037313843,-0.24992825425706264
wikipedia,Moon,f,lettera,1058,56.71050141911069,0.9793611236127702,-0.07569700130114997
wikipedia,Moon,p,lettera,922,64.76764386536374,1.0639407724050614,0.04073761946938692
wikipedia,Moon,g,lettera,844,71.00948991696323,1.0633938259660338,-0.05179713050125985
wikipedia,Moon,y,lettera,752,79.83089214380826,0.9747570756600016,-0.16222017084866439
wikipedia,Moon,b,lettera,698,85.88522238163559,0.9438119189055304,-0.16353161344754333
wikipedia,Moon,the,funzione,945,63.48622881355932,0.9308184032689554,-0.5444695012207559
wikipedia,Moon,of,funzione,405,148.3539603960396,1.1345262894408634,-0.2730459277491683
wikipedia,Moon,and,funzione,260,230.32432432432432,0.9552132688989022,-0.36381476351358777
wikipedia,Moon,to,funzione,211,283.3952380952381,0.9387180409832935,-0.14411528598109746
wikipedia,Moon,in,funzione,163,367.6975308641975,0.9480369541256678,-0.20375026549636174
wikipedia,Moon,is,funzione,160,372.38993710691824,1.1337378261698734,-0.25924722647295445
wikipedia,Moon,moon,keyword,282,211.6761565836299,1.3154243797909704,-0.4165324073208065
wikipedia,Moon,earth,keyword,162,360.77639751552795,1.6854848605732087,-0.049781258814251446
wikipedia,Moon,lunar,keyword,96,629.2105263157895,1.1578702441012878,0.07760965825618173
wikipedia,Moon,moon's,keyword,56,1066.0363636363636,1.0584307964558919,-0.13942299281813517
wikipedia,Moon,surface,keyword,49,1199.25,1.5827950376619533,0.008779948877731189
wikipedia,Moon,sun,keyword,45,1310.8181818181818,2.1772000281634525,0.24598044691650936
wikipedia,Moon,earth's,keyword,42,1406.121951219512,1.8130731122921453,0.2514098929545349
wikipedia,Moon,on,appaiata,98,605.8762886597938,1.161299900842042,0.132348400212029
wikipedia,Moon,from,appaiata,92,634.6483516483516,1.0661526030170554,-0.061199915211608634
wikipedia,Moon,as,appaiata,90,658.8314606741573,1.1944305737335732,0.27250319030407777
wikipedia,Moon,it,appaiata,62,967.327868852459,1.2681089138315191,0.2608580275651636
wikipedia,Moon,this,appaiata,50,1113.8979591836735,1.0268980516423534,-0.22089634471666428
wikipedia,Moon,have,appaiata,42,1355.780487804878,1.4751043477892425,0.07447867478960406
wikipedia,Moon,than,appaiata,42,1287.3902439024391,1.1877224609610544,0.22732405614686732
wikipedia,Alexander the Great,vocali,vocali,18770,3.196547498534818,0.49906819720119955,-0.6239426119721961
wikipedia,Alexander the Great,spazio,spazio,9520,6.302132576951361,0.4741558844928141,-1.0798368698597371
wikipedia,Alexander the Great,e,lettera,6090,9.850878633601576,0.8392595133746398,-0.3991581039020818
wikipedia,Alexander the Great,a,lettera,4901,12.241020408163266,0.8983915029953777,-0.4048112995602404
wikipedia,Alexander the Great,t,lettera,3984,15.052975144363545,0.9002642627940634,-0.26126562902985373
wikipedia,Alexander the Great,n,lettera,3534,16.97254457967733,0.8243599984255182,-0.3951747407053141
wikipedia,Alexander the Great,i,lettera,3453,17.375144843568947,0.9034112188547812,-0.2233515696300185
wikipedia,Alexander the Great,s,lettera,3205,18.70318352059925,0.9424953777697559,-0.10153872504211622
wikipedia,Alexander the Great,o,lettera,3138,19.120816066305387,0.9008139046416043,-0.2733833578728404
wikipedia,Alexander the Great,r,lettera,3109,19.297619047619047,0.860414074885132,-0.30769897298847887
wikipedia,Alexander the Great,h,lettera,2581,23.189147286821704,0.8874903450186857,-0.3536887852823666
wikipedia,Alexander the Great,d,lettera,2412,24.882206553297387,0.9067113139116733,-0.23445538121775902
wikipedia,Alexander the Great,l,lettera,1976,30.357974683544303,0.9331930764812068,-0.10568231195629066
wikipedia,Alexander the Great,c,lettera,1414,42.44232130219391,0.946336856660628,-0.10277873498682465
wikipedia,Alexander the Great,u,lettera,1188,50.38500421229992,0.9469759869057812,-0.18411331845252035
wikipedia,Alexander the Great,p,lettera,1142,52.34268185801928,1.0151325337839348,0.04430018200245491
wikipedia,Alexander the Great,m,lettera,1122,53.43978590544157,0.9840367955404817,-0.07136562777794628
wikipedia,Alexander the Great,f,lettera,1008,59.561072492552135,0.9262838062448757,-0.1572629653311126
wikipedia,Alexander the Great,g,lettera,924,64.96316359696641,0.9426465697380771,-0.09248700897498341
wikipedia,Alexander the Great,y,lettera,778,76.62548262548262,1.0136017964611974,-0.21843540256181454
wikipedia,Alexander the Great,w,lettera,687,86.94169096209913,0.9605519846336876,-0.1825063569969809
wikipedia,Alexander the Great,the,funzione,712,83.9831223628692,0.9198411785195204,-0.43434264122181215
wikipedia,Alexander the Great,of,funzione,422,142.46555819477436,0.9680132714279426,-0.3706841728055852
wikipedia,Alexander the Great,and,funzione,333,178.98493975903614,0.8234199061354273,-0.42883417847720223
wikipedia,Alexander the Great,to,funzione,289,207.12152777777777,0.9548991033488978,-0.3302752791189752
wikipedia,Alexander the Great,his,funzione,216,276.8046511627907,1.0661058337111875,-0.11884458566349478
wikipedia,Alexander the Great,in,funzione,194,309.2020725388601,0.9790173937794158,-0.1491907247668923
wikipedia,Alexander the Great,alexander,keyword,291,206.5448275862069,0.7771691133617964,-0.553969901407909
wikipedia,Alexander the Great,alexander's,keyword,58,964.6842105263158,1.2632527015318096,0.03287550408400548
wikipedia,Alexander the Great,philip,keyword,57,975.0357142857143,2.4771252659082426,-0.0709217365188294
wikipedia,Alexander the Great,bc,keyword,38,1507.6756756756756,0.8914427104807311,0.05018232026422857
wikipedia,Alexander the Great,persian,keyword,37,1512.6666666666667,1.5981785214885527,0.4000941897322264
