modello,temperatura,sample_id,copertura,C_lag1,ampiezza,rumore,max_fft,gapelmaper,fase
Qwen2.5-3B,1.2,2,0.23647294589178355,0.010819687508046627,0.010894418694078922,0.0028419785667210817,0.10600901117487788,1.454593420018687,non valutabile
Qwen2.5-3B,1.2,3,0.26362297496318116,0.007424893788993359,0.007424893788993359,0.0022859389428049326,0.05950461463475729,0.830324382435942,non valutabile
Qwen2.5-3B,1.2,4,0.3229072907290729,0.010139640420675278,0.010139640420675278,0.00232067983597517,0.049314590950786566,1.3594818017503014,non valutabile
Qwen2.5-3B,1.2,5,0.3327810650887574,0.010998200625181198,0.012072077952325344,0.0022733632940799,0.04044153254451072,1.83756437213071,non valutabile
Qwen2.5-3B,1.3,1,0.28487486398258977,0.003041513031348586,0.003497497644275427,0.0020149259362369776,0.030132092708826407,0.9478304774642562,non valutabile
Qwen2.5-3B,1.3,2,0.22952917093142272,0.002782173454761505,0.002782173454761505,0.0023395915050059557,0.023965055807144704,0.9103917799541668,non valutabile
Qwen2.5-3B,1.3,3,0.22129783693843594,0.00014034190098755062,0.0022486960515379906,0.0020097955130040646,0.014801608387843944,0.9990179276880203,non valutabile
Qwen2.5-3B,1.3,4,0.25812619502868067,0.001208613277412951,0.0018816539086401463,0.0018298854120075703,0.0159809468703247,1.0037578704066161,non valutabile
Qwen2.5-3B,1.3,5,0.25760755508919203,0.0013326389016583562,0.0029900954104959965,0.0023957400117069483,0.015792166375160486,0.9332596604189992,non valutabile
Qwen2.5-3B,1.4,1,0.2500627667587246,0.0008938976097851992,0.0018565610516816378,0.0018530883826315403,0.012646304401629128,0.9968872382860725,non valutabile
Qwen2.5-3B,1.4,2,0.25989672977624784,0.0015404094010591507,0.002184229902923107,0.0022885280195623636,0.014139258716004254,0.9973678972377351,non valutabile
Qwen2.5-3B,1.4,3,0.2618701550387597,-0.0002915752702392638,0.0019055737648159266,0.0024859560653567314,0.016566419005287308,0.9894722425827773,non valutabile
Qwen2.5-3B,1.4,4,0.2966497461928934,0.0018001763382926583,0.0025332022923976183,0.0019793962128460407,0.019244568667651365,1.0426873423208058,non valutabile
Qwen2.5-3B,1.4,5,0.2745919717688575,0.0005294600268825889,0.0019994552712887526,0.0018214486772194505,0.015391291035946766,0.8229501779838075,non valutabile
Qwen2.5-3B,1.5,1,0.27205553067622035,0.0014102313434705138,0.0016798158176243305,0.001689411117695272,0.01402732512892762,0.9914285914753395,non valutabile
Qwen2.5-3B,1.5,2,0.28689415344490327,0.003079128684476018,0.003079128684476018,0.002198999049142003,0.023098784537873656,0.9927813026251374,non valutabile
Qwen2.5-3B,1.5,3,0.2750756341633698,0.0006774986395612359,0.0016491026617586613,0.0033325834665447474,0.01360843199156832,0.9648053434477576,non valutabile
Qwen2.5-3B,1.5,4,0.28298153034300794,0.0009186333627440035,0.0022511330898851156,0.0017966788727790117,0.018498664287319354,1.0071508313746826,non valutabile
Qwen2.5-3B,1.5,5,0.26288308740068106,0.0014999168924987316,0.0017981856362894177,0.001961873844265938,0.011870736420467716,0.9908335516999373,non valutabile
Qwen2.5-14B,0.4,1,0.999866675554963,-0.18297147750854492,0.980536162853241,0.020360004156827927,31.089357695889273,1.0188642610105803,solido (periodico)
Qwen2.5-14B,0.6,1,0.9675476244258715,0.01796482689678669,0.18625764548778534,0.014199694618582726,0.8891778152687179,0.9525823124289647,critico (power law)
Qwen2.5-14B,0.7,1,0.9954251555447114,-0.13620619475841522,0.7227352261543274,0.014270496554672718,21.27520179376006,1.002174505417108,solido (periodico)
Qwen2.5-14B,0.8,1,0.9951447127813859,-0.06451977789402008,0.6446774005889893,0.011360571719706059,11.316143043339252,1.0164588734899482,solido (periodico)
