modello,temperatura,sample_id,n_continuations,n_token,n_tipi,n_char,n_parole,alpha,MAPE,alpha_rango,beta,R,TTR,TTR_parole,rip_8gram,dist_rip_media,dist_rip_sd,alpha_DFA,alpha_DFA_mescolato,R_gzip,compr_condizionata,prefix_media,prefix_trend,prefix_var,gap_shuffle,NCD_shuffle,H_char_norm,H_parola_norm,quota_non_ascii,H_bit_char,D_s_umano,LCS_umano,alpha_DFA_o2,scarto_ordine
Qwen2.5-1.5B,0.7,3,0,20000,357,88288,17773,0.3891992930595344,0.5202017594586451,0.26390741147716895,0.0045302914525858955,0.0,0.01785,0.014516401282844765,0.9465270741866486,18.41193262917499,20.749574499529697,0.6129192560774341,0.5092697436563391,0.03072549774626832,0.006365530989488945,0.13564678386767925,-0.0009608418003529851,0.2097942367223986,0.17060783558706502,1.0201530029687143,0.7110795634745186,0.5350707933182928,9.061254077564335e-05,0.002974534976054121,1.5500402066222354,21,0.37627927909976494,-0.2366399769776692
Qwen2.5-1.5B,0.7,5,0,20000,533,65239,13630,0.5469527591047311,0.18147764500480532,0.8229486972775529,0.07643779831754262,0.0,0.02665,0.026925898752751285,0.8853409674814652,19.559828093191587,62.0457594281674,0.6376994254404093,0.4874891754650885,0.053680308646644984,0.006578548475110653,0.13256076622840465,-6.295427834358172e-05,0.12804812237279295,0.0819419691774677,1.008996697414873,0.651326450163006,0.36232451558389905,0.006621805974953632,0.000991511658684707,1.7345467825298344,25,0.6127625758516774,-0.02493684958873188
Qwen2.5-1.5B,0.7,2,0,20000,181,75045,15426,0.502548477150153,0.7095838508944143,-0.0,0.010919506348190543,0.0,0.00905,0.007584597432905484,0.9845644983461963,38.114050558495,27.08822781589482,0.39449342649428143,0.4971854569770753,0.017155491622046406,0.005596567438637636,0.09052615608215353,-0.0003162292614553195,0.23643534137300798,0.19593710797793196,1.0124936580416033,0.7881595028994042,0.726386162758176,0.0002398560863481911,0.0014872674880270604,1.8126961843553586,25,0.3681646886071578,-0.026328737887123643
Qwen2.5-1.5B,0.8,5,0,20000,766,58490,15367,0.6020362724174649,0.30681856431630056,0.906712683497427,0.21696099250713932,0.0,0.0383,0.03540053361098458,0.8345052083333333,23.936922350401403,120.06048027892395,0.8664493102357298,0.471039947073028,0.09154989528884953,0.006496837066165157,0.20160636968365192,-0.00011363289201539238,0.15773557294954224,0.0839779690240615,1.0113389863932163,0.63575499069991,0.38079694952069404,0.0022226021542143958,0.001014594109668526,1.24114197928821,26,0.6868280788228361,-0.17962123141289366
Qwen2.5-1.5B,0.7,4,0,20000,505,73651,13647,0.49513759786867656,0.6805456201397889,1.1310628851503404,0.1435039978866146,0.0,0.02525,0.02432769106763391,0.8837976539589443,52.1532857679309,56.72790571491622,0.4113770674337179,0.505913185512164,0.04776964708684548,0.006417395916202598,0.16708890974744278,-0.0010856140231477445,0.2228135401925457,0.1932012135716631,1.011447169070198,0.7495392217317348,0.7025034589678482,0.018859214403063096,0.000991511658684707,1.4274982451798452,24,0.38422912614916144,-0.027147941284556443
Qwen2.5-1.5B,0.8,4,0,20000,940,69813,15708,0.6343924887807667,0.19437763039721814,0.9884821048745777,0.30439431546809953,0.0010649627263045794,0.047,0.0415711739241151,0.7595694541748933,42.879574892062436,175.9829583755495,0.7045081824317153,0.5235067500007033,0.10731863749808285,0.007634675098994388,0.42193489183753546,-0.0014696657097541081,0.12188324947886142,0.11893123811850351,1.0078537320934908,0.7048179541562993,0.5138884720379507,0.013951556300402504,0.43279483901587457,0.4221917388562354,30,0.5537752968499138,-0.15073288558180153
Qwen2.5-1.5B,0.8,3,0,20000,682,90653,15669,0.5264769458475818,0.2989916939136869,0.9030647570059281,0.15011472244044646,0.0,0.0341,0.029548790605654476,0.8654705657004214,22.44410101275812,68.18884751782805,0.6408480439470539,0.497372556683844,0.0551428099719333,0.006706819335054162,0.1842546405657466,-0.0003647120786399114,0.22027146036629766,0.12508635856336134,1.0182892690513219,0.710681044137695,0.5087331672111901,0.001246511422677683,0.0014872674880270604,1.3683081656906906,25,0.5197225185408831,-0.12112552540617072
Qwen2.5-1.5B,0.6,5,0,20000,164,82032,16876,0.35622389533441423,0.32194881179475454,-0.0,-3.3510588080444874e-16,0.0,0.0082,0.0070514339890969426,0.9816230956191832,7.3596705854269855,6.749586463660199,0.9346149041615416,0.49451763609742017,0.015204493122647142,0.004851765164813731,0.07680128861032835,-0.0001541188032546648,0.1725572819488988,0.10808622669140296,1.0322904131568391,0.6883682306852585,0.4190694175048772,0.00030475911839282233,0.000991511658684707,1.8228694792675573,19,0.7525954323273687,-0.18201947183417289
Qwen2.5-1.5B,0.9,2,2,20000,2898,65801,11292,0.8570546537311441,0.13577271894259518,1.0687188459707966,0.6903854123363443,0.12762645914396886,0.1449,0.1785334750265675,0.338325210456358,178.09918068132816,633.2846516849272,0.8582393228152946,0.5084873996574029,0.27286445542503773,0.12472986390981836,0.4427128963352951,-5.6242685248932116e-05,0.03698494695115004,0.04680519149116169,0.990376866556056,0.6883395119652412,0.6702491860851056,0.02088114162398748,2.0187177370820635,0.20716527821204078,27,0.7964202177008319,-0.06181910511446265
Qwen2.5-1.5B,0.9,3,0,20000,1293,102106,17553,0.6879462526594987,0.12197497461264029,0.873500753819579,0.3509064570754843,0.0,0.06465,0.05093146470688771,0.7629089251111365,37.22312263641275,187.69843446936008,0.8067600411719151,0.5144159567498723,0.09210191830110093,0.0075999451550349635,0.4196989161000653,-0.0013531117130143881,0.08372029999568813,0.035399023579884975,1.003421461897356,0.6263719315163148,0.3454613202354102,0.000940199400622882,0.03271988473659533,0.6737495766851423,24,0.659597978094577,-0.14716206307733815
