sequenza,livello,n_eventi,frequenza,n_chars,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A1_sd,gamma_A2,gamma_A2_sd,cv_tau_A2,quota_burstiness,tipo,wordset,label,gruppo,modello,temperature,sample_id,degenerato,params_B,deg_ripetizione,deg_alfabeto,deg_lessico,kgram_unique,lat_frac,voc_ref,n_continuations,file
himself,parole,0,0.0,50000,,,,False,,,,,,,,,,,appaiata,riferimento,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
vocali,vc,17424,0.34848,50000,-0.07254968562720765,0.12143686972737135,0.03566241859035168,True,2.8694828674740287,1.2596819173608678,0.43899266018958694,-0.3898611544943533,0.9107791029533358,0.041309274608280565,0.9975017278081871,0.024903760162408677,0.438992660189587,,vocali,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
spazio,lettere,8726,0.17452,50000,0.08660596472738726,0.09932674905211604,0.10673310589686441,True,5.73054441260745,2.6028480044560407,0.4542060608987971,-0.3753209079350595,1.0409809078918046,0.011978807256164662,0.9975452564143964,0.050494792740767215,0.45420606089879706,,spazio,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
e,lettere,9211,0.18422,50000,0.0378958391306051,0.1418329054933974,0.0778841428906087,True,5.426384364820847,4.225773329756628,0.7787456703495316,-0.12438783876673663,0.9712572970161043,0.0853352177345769,0.9239565561664859,0.04759228343143185,0.7787456703495316,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
o,lettere,4095,0.0819,50000,0.19885286341806074,0.1420957243714384,0.2660577685185693,True,12.209819247679532,14.023981809279872,1.1485822619319381,0.0691536296117132,0.9652392496283159,0.06153623330059019,0.9728284088945395,0.04180818537253157,1.1485822619319381,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
h,lettere,3077,0.06154,50000,0.07909984699286145,0.1479748264647671,0.11126084117611211,True,16.245448634590378,6.6747354329197615,0.41086802728905136,-0.417567030591055,1.0077234695215895,0.06260604321500586,0.9518696793329706,0.07190265596787075,0.4108680272890514,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
m,lettere,3072,0.06144,50000,0.06340771237452796,0.1868445388401687,0.11933985747400284,True,16.275805926408335,12.986956528120835,0.7979301662136944,-0.1123902571877135,0.9918954160443766,0.07131987830340902,0.9046882062402005,0.059487777988379426,0.7979301662136944,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
n,lettere,2567,0.05134,50000,0.04713906582294942,0.14294657900301533,0.1815920106136135,True,19.482852689010134,8.348378127281297,0.4284987553178206,-0.4000712234117617,0.9315846159286426,0.0986160002855308,0.9535758833917534,0.06050137935895676,0.4284987553178206,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
s,lettere,2302,0.04604,50000,-0.05326817078885653,0.20431007332236836,0.006638755570598387,True,21.676662320730117,11.748069901914567,0.5419685802218497,-0.2970432897616184,0.9337352402669626,0.07544687913132062,0.9386816482501308,0.023708503341266795,0.5419685802218497,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
a,lettere,2061,0.04122,50000,-0.025115851816195633,0.18234290074444487,0.08709409189431201,True,24.24611650485437,13.79507656420779,0.5689602523128124,-0.27472955229540685,0.9492742165654505,0.025697556920456943,0.8163776324268914,0.06564585599046503,0.5689602523128124,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
t,lettere,1798,0.03596,50000,0.03875707996272251,0.10108078942776098,-0.0035193528245126343,True,27.802448525319978,7.581438667178668,0.2726896035892009,-0.5714750826593226,0.975200331419404,0.07515467549443564,0.8018660182017111,0.01622411890714066,0.2726896035892009,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
d,lettere,1797,0.03594,50000,0.04678349591347593,0.2076464803735476,0.09926167575004757,True,27.821269487750556,13.669754497626723,0.4913418671870954,-0.34107413196433195,0.9835600686212848,0.026372944477438126,0.9981652791445975,0.0730020236678569,0.49134186718709544,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
i,lettere,1795,0.0359,50000,-0.004825882526328879,0.25962553683394385,0.09693844805174665,True,27.848940914158305,16.03245563125545,0.5756935490176793,-0.269282343160472,0.9714471180328034,0.10542303353925662,1.0031015221557216,0.1110038045417309,0.5756935490176793,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
c,lettere,1534,0.03068,50000,0.05599846884142344,0.16760359022708207,0.1484466587746534,True,32.596868884540115,12.370289539730516,0.37949318333447163,-0.44980781649508195,1.0185914109247964,0.03622084023957697,0.8253073306173788,0.026862996227005196,0.37949318333447163,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
b,lettere,1532,0.03064,50000,0.1127451063156379,0.09850276733273389,0.14654060151076853,True,32.52906596995428,8.079565791265251,0.2483798888885406,-0.602076433465011,1.055454219712743,0.10442240921944898,0.7589154497655675,0.01116604135959339,0.2483798888885406,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
v,lettere,1281,0.02562,50000,0.18869568190955416,0.1450397152570652,0.1908361820813225,True,38.98984375,6.292260903534356,0.16138204974300152,-0.7220861993196585,0.9357477890596533,0.054791766615333276,0.6544137158935203,0.07707473209582003,0.16138204974300152,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
g,lettere,1279,0.02558,50000,0.18633532783093584,0.1257743559131168,0.2144380206498904,True,39.05399061032864,6.550524953880219,0.1677299771805598,-0.7127247215395848,0.9157260137463754,0.044038726367426166,0.7102289649074072,0.09099830277207363,0.1677299771805598,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
p,lettere,512,0.01024,50000,-0.08748534612607377,0.29597916838475696,0.028077726601484294,True,97.60469667318982,94.99585283752855,0.9732713288952018,-0.013545360292526535,0.96069410624129,0.05445874221782859,0.8698380464906319,0.08887539236992895,0.9732713288952018,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
u,lettere,262,0.00524,50000,-0.05258490569497981,0.16204772694656422,0.07546955837038632,True,191.16858237547893,23.627117925048523,0.12359310108102343,-0.7800038092755945,1.0427073018455737,0.0745181122703065,0.16684957432684225,0.01042610424098598,0.12359310108102346,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
r,lettere,261,0.00522,50000,-0.10406232912272312,0.18608982318463074,-0.007263214856724531,True,191.93076923076924,21.792346948100512,0.11354274791603809,-0.7960693504968176,0.9390149508199922,0.08533111238306358,0.14864456457787767,0.029928194048301583,0.11354274791603808,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
l,lettere,257,0.00514,50000,-0.10385995376245588,0.25668287441908405,-0.009397594387475028,True,194.75,14.01427843308388,0.07196035138939091,-0.8657406474108458,0.9501041391407353,0.10685516060977203,0.047333751789400545,6.938893903907228e-18,0.07196035138939091,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
f,lettere,256,0.00512,50000,-0.09482427922834842,0.2711177171287533,0.010357588302212756,True,194.74901960784314,4.007835462944958,0.020579489801876006,-0.9596709712324885,1.0154785358781908,0.099632105769566,-0.058250708642084016,6.938893903907228e-18,0.020579489801876003,,lettera,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
have,parole,1281,0.02562,50000,0.18885622454061765,0.1451359664342035,0.19096213981081253,True,38.98984375,6.292260903534356,0.16138204974300152,-0.7220861993196585,0.9447318133220007,0.0510285884942944,0.5707711599746318,0.09683400055014017,0.1613820497430015,,funzione,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
them,parole,1281,0.02562,50000,0.18803507422920107,0.1445230415342757,0.19011477058162046,True,38.9875,6.2965421092238465,0.1615015609932375,-0.7219090074142778,0.9764900472315494,0.1349798876361275,0.6273111140610159,0.049224627406371735,0.1615015609932375,,funzione,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
and,parole,263,0.00526,50000,0.06635656742131556,0.11388977795553766,0.2777003241920223,True,190.3091603053435,26.735970146515214,0.1404870375320789,-0.7536367658573633,0.9456174852272973,0.10181581686306732,0.21614306423533505,0.011131864051271288,0.14048703753207895,,funzione,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
to,parole,2,4e-05,50000,,,,False,,,,,,,,,,,funzione,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
how,parole,1,2e-05,50000,,,,False,,,,,,,,,,,funzione,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
they,parole,1,2e-05,50000,,,,False,,,,,,,,,,,funzione,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
seen,parole,1280,0.0256,50000,0.18679869019325912,0.14310213874016817,0.18643714485993496,True,38.99765441751368,6.288511581091222,0.1612535849916932,-0.7222767066973633,0.9348016141116008,0.10177250489513094,0.5878714471376976,0.0269092554993698,0.1612535849916932,,keyword,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
become,parole,1277,0.02554,50000,0.16347925609112784,0.10574014694668363,0.18562185494071679,True,39.029780564263326,6.357263459768537,0.16288237770902075,-0.7198643975843657,1.1003218402373094,0.06723170172576162,0.6629439514826307,0.028694524866657183,0.16288237770902075,,keyword,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
good,parole,1276,0.02552,50000,0.17757732151569533,0.09206974517538745,0.24868300247325573,True,39.06039215686275,6.543439546750566,0.16752109196632609,-0.7130311510104047,0.9731756333954068,0.10052132279084187,0.5993925977245277,0.11638183999541744,0.16752109196632606,,keyword,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
citizens,parole,255,0.0051,50000,-0.0865022719639939,0.2731770502546599,0.020620717976134365,True,195.03149606299212,0.5019646441105268,0.0025737619525227867,-0.9948656905851787,0.9996979796060105,0.03205778559100467,-0.08816257114111654,1.3877787807814457e-17,0.002573761952522787,,keyword,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
husbands,parole,255,0.0051,50000,-0.09269470707283514,0.2624372563510976,0.017863987252746058,True,195.0,0.0,0.0,-1.0,0.8995911651221364,0.04848967073587736,-0.09269470707283516,1.3877787807814457e-17,0.0,,keyword,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
fathers,parole,255,0.0051,50000,-0.09219248396847259,0.2603914969285981,0.017734598861717812,True,195.0,0.0,0.0,-1.0,0.920129325080166,0.045242927916638226,-0.09219248396847259,0.0,0.0,,keyword,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
people,parole,255,0.0051,50000,-0.08591835242593945,0.25325996723736105,0.02637026253535546,True,195.0,0.0,0.0,-1.0,0.9647601742710022,0.08012721419708249,-0.08591835242593944,1.3877787807814457e-17,0.0,,keyword,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
men,parole,511,0.01022,50000,0.017977869129152182,0.2099094957807549,0.08003531776005285,True,97.65098039215687,24.602133634922346,0.2519394432715633,-0.5975213583602795,0.97314142968605,0.03442031662029413,0.6552592660790604,0.058721855638379124,0.25193944327156337,,appaiata,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
know,parole,3,6e-05,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
grow,parole,2,4e-05,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
are,parole,1,2e-05,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
dear,parole,1,2e-05,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
famous,parole,1,2e-05,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
laugh,parole,1,2e-05,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-2B-Base-v2_T0.4_s4,llm,Qwen3.5-2B-Base-v2,0.4,4,True,2.0,True,False,False,0.007801248199711954,1.0,0.9998946703180956,0.0,sweep_qwen3.5-2b-base.jsonl
vocali,vc,17955,0.3591,50000,0.19670686440124005,0.049071111116581495,0.6380317226026776,True,2.784616241506071,1.2992615593757808,0.46658549929058446,-0.36371183334857626,1.033463744578046,0.04187112791856505,1.0392146439785916,0.054875863875424556,0.46658549929058446,,vocali,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
spazio,lettere,9851,0.19702,50000,0.2256382098177634,0.0708183925983132,0.07039708129831396,True,5.075939086294416,2.3885705606333585,0.470567223133697,-0.3600194323236113,0.9299341783375851,0.05638659052357823,1.0046426354942943,0.011417009441769464,0.470567223133697,,spazio,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
e,lettere,7540,0.1508,50000,0.7640959474589135,0.07592510540618866,1.2734610857618427,True,6.631250829022417,3.3868175239290625,0.5107358492769228,-0.32385817213330287,1.0644707166514478,0.02603797338183009,0.9896169292590552,0.04008937764728283,0.5107358492769228,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
t,lettere,3306,0.06612,50000,0.09007375816971087,0.05584842301015409,0.0011705473078575228,True,15.124054462934946,7.522788978590543,0.49740557315678197,-0.3356434862090601,1.052392890893173,0.06405367600855648,0.9421054077430687,0.03874734341386741,0.49740557315678197,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
a,lettere,4450,0.089,50000,0.16821853931083913,0.073329058999833,0.6893926257776869,True,11.234209934816812,9.282268638211495,0.826250238518696,-0.09514017182127,0.98686826671502,0.03257798994612665,1.0292678003047993,0.06658238323640138,0.826250238518696,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
o,lettere,3471,0.06942,50000,0.011130312536184241,0.05497037577501764,0.174054015270527,True,14.404899135446685,7.301008999138761,0.506842077163379,-0.32727910264159055,1.0051886043771407,0.04310431698631604,1.0043707872658683,0.06800971482603826,0.506842077163379,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
n,lettere,1670,0.0334,50000,0.38225815996555806,0.04121575417791969,0.5455834153301785,True,29.937088076692632,10.597904702419548,0.35400586307091414,-0.47709847833594854,0.9689585067019454,0.03316928945873624,0.8895797601632262,0.028925248450981357,0.35400586307091414,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
i,lettere,357,0.00714,50000,0.604733801901789,0.05203818976160835,0.7891947629413052,True,140.28932584269663,112.59651508676934,0.8026021538732132,-0.10950716202276925,0.9659504660049917,0.0534202039759732,0.7531859500055096,0.05355064976433333,0.8026021538732131,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
h,lettere,2791,0.05582,50000,0.526841253807468,0.04097453108550533,0.6729259135170225,True,17.915770609318997,6.025260739168846,0.33631044237833513,-0.4966582139704343,1.0586977081535298,0.08075283172142554,0.913968092358138,0.10731338492521482,0.33631044237833513,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
s,lettere,2939,0.05878,50000,0.6547159567895234,0.06346283704068556,1.0454226813052054,True,16.980939414567732,15.052975713691358,0.8864630716942316,-0.060185078631727985,0.9064179153032622,0.09180177417986925,0.9843136272322344,0.07232552933535494,0.8864630716942316,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
r,lettere,1824,0.03648,50000,0.14786031343139797,0.021598618456897103,0.17233256577751443,True,27.415249588590235,9.927914057392691,0.3621310842095897,-0.4682874674727429,0.9348352704516797,0.024280707937942313,0.8845021509540222,0.1242119420523312,0.3621310842095897,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
d,lettere,181,0.00362,50000,0.4445904191773945,0.042935778397496974,0.7587728386776329,True,276.2611111111111,80.17720345625557,0.2902225475521548,-0.5501201740695466,0.990508961510362,0.04760697466950705,0.3620956112668883,0.024342526713362806,0.29022254755215476,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
l,lettere,660,0.0132,50000,0.035076779252500155,0.1589791869935078,-0.4130584783231915,True,75.27921092564492,62.273182658378495,0.8272294819865634,-0.09455326751054852,0.9615934680761046,0.06406926348295511,0.9085136556592154,0.06515804611865264,0.8272294819865634,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
u,lettere,2137,0.04274,50000,0.10121224152585613,0.08047819690312044,0.4297730767247819,True,23.386704119850187,14.462850454778446,0.6184219195941618,-0.23577169574020804,0.9564364299895676,0.07132885464824552,0.8927662350770245,0.05850645522529638,0.6184219195941618,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
m,lettere,178,0.00356,50000,0.3979471821109236,0.03915027622851204,0.5854375372925866,True,280.7231638418079,73.27654014340318,0.26102776536351563,-0.5860079015972035,0.9867265337500007,0.035542712822320265,0.35864066036656,0.03441410832014535,0.2610277653635156,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
w,lettere,9,0.00018,50000,,,,False,,,,,,,,,,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
c,lettere,15,0.0003,50000,0.6710655523940191,0.07897920813591065,1.2549950159702854,True,53.92857142857143,57.78270207718448,1.07146732328554,0.034500820979491094,1.0639525530441614,0.05454655303239149,0.9766726168475991,0.02636445499950791,1.07146732328554,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
f,lettere,1476,0.02952,50000,0.5248287249100643,0.04490232712002679,0.7008745563731973,True,33.88949152542373,10.52589322420334,0.31059460471122347,-0.5260248995460196,1.0312000914854325,0.09808499848263577,0.9565042356096228,0.038845572870794175,0.3105946047112234,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
g,lettere,1638,0.03276,50000,0.07101611551264932,0.06877800794896151,0.102533724166318,True,30.461820403176542,12.033898325523841,0.3950485613219935,-0.43364184978961223,1.0088546646133958,0.04729589801450875,0.9005130244578708,0.09469504291679583,0.39504856132199356,,lettera,riferimento,Qwen3.5-2B-Base-v2_T0.4_s5,llm,Qwen3.5-2B-Base-v2,0.4,5,True,2.0,True,False,False,0.019803168506961115,0.99972,1.0,0.0,sweep_qwen3.5-2b-base.jsonl
