sequenza,livello,n_eventi,frequenza,n_chars,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A1_sd,gamma_A2,gamma_A2_sd,cv_tau_A2,quota_burstiness,tipo,wordset,label,gruppo,modello,temperature,sample_id,degenerato,params_B,deg_ripetizione,deg_alfabeto,deg_lessico,kgram_unique,lat_frac,voc_ref,n_continuations,file
m,lettere,943,0.01886,50000,0.9362696465489316,0.0063233268889012805,0.8922750273128609,True,53.02972399150743,53.675384833384676,1.0121754516765096,0.0060508896808006,0.9736728734028332,0.05984897487591452,1.043387141932748,0.07096743239076964,1.0121754516765098,,lettera,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
p,lettere,889,0.01778,50000,1.0125989756274782,0.008328587147821266,0.9515838193402996,True,56.28378378378378,58.49694281305695,1.0393214329330647,0.019281625886955138,0.8943756227523676,0.08014496394036526,0.9306988600841483,0.07059692572570919,1.0393214329330647,,lettera,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
f,lettere,806,0.01612,50000,1.2751422236603718,0.014122310617037982,1.1721989345503427,True,61.951552795031056,69.45198698180029,1.1210693493282515,0.05707939222571603,0.9329870876271648,0.05934561196274904,0.9143867084103681,0.06863024246777204,1.1210693493282515,-0.31116013547710036,lettera,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
w,lettere,717,0.01434,50000,1.3024101295288437,0.015435737134552575,1.2160605385325478,True,69.46927374301676,78.31682404632215,1.1273591881215654,0.059867270573157036,0.9590242746184193,0.03971015872296914,1.0863491324903523,0.048322506131991065,1.1273591881215654,0.28553650839965106,lettera,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
g,lettere,698,0.01396,50000,1.0176206061296025,0.01004579667156899,1.001614521523958,True,71.64562410329985,67.36070630962024,0.9401928889962415,-0.030825342852740648,1.004026685419093,0.08979149329859161,0.9265897896415316,0.015795679525162046,0.9401928889962416,,lettera,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
y,lettere,679,0.01358,50000,1.0740405025284239,0.010598561981516538,1.009098018057618,True,73.59882005899705,74.64314788332632,1.0141894642263576,0.007044751488563549,1.0004798175713951,0.05031544873509174,0.9061582692603466,0.07275460268125887,1.0141894642263576,-1.2674377879003174,lettera,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
the,parole,485,0.0097,50000,1.3565731902611895,0.018657224676729863,1.2314248869212492,True,103.04338842975207,113.76072823927407,1.1040080297517425,0.04943328555833249,0.997264160710592,0.08294550879182641,1.0404910158360006,0.012672452791745968,1.1040080297517425,0.11355597375770438,funzione,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
of,parole,245,0.0049,50000,1.2713514002491018,0.018520228120486613,1.1309626359912341,True,202.13114754098362,211.08872983971548,1.044315695070774,0.021677520344645113,0.9678672934262954,0.101956917573045,1.082454370409571,0.007402857159253379,1.044315695070774,0.3038656529278182,funzione,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
and,parole,217,0.00434,50000,1.37333382769077,0.01068909183394348,1.30520577985594,True,220.53240740740742,256.6985180662975,1.1639945397778997,0.0757832502639915,1.0237169998854847,0.03697022302656612,1.1122316773582437,0.060164475273694513,1.1639945397778997,0.30062016627972016,funzione,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
to,parole,176,0.00352,50000,1.1983118007869993,0.003162217360459413,1.1828713071944812,True,284.7257142857143,325.4245576562714,1.1429405260169687,0.0667029832520125,0.8691967752166095,0.01921813031663311,1.0941566876291238,0.04555711547939106,1.142940526016969,0.47479114836062947,funzione,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
in,parole,123,0.00246,50000,1.0190100166796683,0.01431959726439558,1.0623703898762167,True,404.23770491803276,413.43845521738825,1.022760742472603,0.011252315706295864,0.980255430806981,0.06766986186356608,1.0606295434932715,0.048578985105333566,1.022760742472603,,funzione,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
which,parole,92,0.00184,50000,1.305302888050951,0.0067571898792239665,1.2593314407508824,True,517.8571428571429,627.5989620313733,1.2119152370261,0.09580621964113695,0.924509322567396,0.05708057700311852,1.163227625330734,0.08583952682683667,1.2119152370261002,0.5346416025500996,funzione,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
great,parole,18,0.00036,50000,0.9138662355008051,0.010476838148004248,0.9064735027184512,True,2773.0,2668.7259132402487,0.9623966510062202,-0.019161951267343748,0.8794214994525644,0.028072069662708803,0.9125115214031237,0.003723581349674519,0.9623966510062202,,keyword,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
even,parole,10,0.0002,50000,,,,False,,,,,,,,,,,keyword,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
state,parole,10,0.0002,50000,,,,False,,,,,,,,,,,keyword,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
without,parole,10,0.0002,50000,,,,False,,,,,,,,,,,keyword,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
much,parole,9,0.00018,50000,,,,False,,,,,,,,,,,keyword,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
st,parole,8,0.00016,50000,,,,False,,,,,,,,,,,keyword,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
prince,parole,8,0.00016,50000,,,,False,,,,,,,,,,,keyword,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
could,parole,17,0.00034,50000,1.0919648342986241,0.007578300904754772,1.1504168161321922,True,2442.9375,5070.312935362077,2.0754984257117,0.3496989030201892,0.9618051703987566,0.02346583508361843,1.1177176952750723,0.034548102925005944,2.0754984257117,1.2800294392183058,appaiata,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
been,parole,10,0.0002,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
de,parole,10,0.0002,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
any,parole,9,0.00018,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
himself,parole,9,0.00018,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
are,parole,8,0.00016,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
ever,parole,8,0.00016,50000,,,,False,,,,,,,,,,,appaiata,auto,Qwen3.5-4B-Base_T1.0_s2,llm,Qwen3.5-4B-Base,1.0,2,True,4.0,False,False,True,0.9907585213634181,0.93774,0.7462178517397882,0.0,sweep_qwen3.5-4b-base.jsonl
vocali,vc,9763,0.19526,50000,1.9386770265755013,0.0023687160759611084,1.9207403112695303,True,5.118930547019054,8.356007328933572,1.6323736476166082,0.24022944014394346,1.0138853838603714,0.059275168795689656,1.0432984790570698,0.0633007676340553,1.632373647616608,0.04612713194338222,vocali,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
spazio,lettere,4455,0.0891,50000,1.8440987348895235,0.004880637150778159,1.8066193240799409,True,11.204086214638528,15.970719654600751,1.4254370547179878,0.1754063474417622,1.0023658383206682,0.11366276617476045,1.0055047252415807,0.054542140825135546,1.425437054717988,0.006521423399954755,spazio,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
e,lettere,2940,0.0588,50000,1.8760189259590732,0.00787614696866074,1.8147434898371837,True,17.00170125893161,26.181066846673538,1.539908650783972,0.21257010586476136,0.9997745986485661,0.14849242654176964,0.9580956936331697,0.06126109697526735,1.539908650783972,-0.047834932699602456,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
t,lettere,2221,0.04442,50000,1.80880636500655,0.011324094007633647,1.7217778203763923,True,22.493693693693693,33.30058193136981,1.4804408019793533,0.19369170253769774,1.0223295515836723,0.03788642452526349,1.103795432900015,0.04636756958269772,1.4804408019793531,0.12833162224084926,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
a,lettere,2287,0.04574,50000,1.7975717270994056,0.010869041997731543,1.7152962655472417,True,21.84864391951006,29.067382900895755,1.3303975756106134,0.1417773426596714,0.9142352432432747,0.05891378269587402,1.0625707621688065,0.029953432437992943,1.3303975756106134,0.07845158001821696,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
o,lettere,1842,0.03684,50000,1.8263697224934157,0.014106656600341192,1.7182596322926038,True,27.116241173275395,45.28004121928407,1.6698494798722376,0.2508940990577088,0.956081466260331,0.08025052951466458,1.1179773488790175,0.04631855154621097,1.6698494798722379,0.14276581736688382,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
n,lettere,1989,0.03978,50000,1.7975712583895944,0.013799350036857751,1.6959091307435692,True,25.11016096579477,33.43711563422951,1.3316169370549942,0.14222616579284722,1.0180010051694879,0.05751231781105346,1.0158378093729432,0.05718068352860008,1.331616937054994,0.019857547781902168,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
i,lettere,2001,0.04002,50000,1.7878299389652064,0.011044479554056963,1.7093450663111098,True,24.801,37.00068816200898,1.491903074957017,0.19740056501415165,1.0704419242542418,0.06890815691905808,1.120734637479325,0.03843970579356541,1.491903074957017,0.15324961836041257,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
h,lettere,875,0.0175,50000,1.7891197083734662,0.00794851124748719,1.723842596358707,True,57.10411899313501,86.2263964094997,1.5099855829991131,0.20318267421669622,0.9688220465114344,0.1093737455910682,1.1029422977850512,0.014678032921188525,1.5099855829991133,0.13045206790898156,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
s,lettere,1701,0.03402,50000,1.7344944186917985,0.010983724053664535,1.6495950130548236,True,29.355882352941176,39.078147894122175,1.3311862823365934,0.1420677038321618,1.0003398524785292,0.08341071717513937,1.0705832988230888,0.019383918135706498,1.3311862823365934,0.09609780146294926,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
r,lettere,1736,0.03472,50000,1.763069201134329,0.01196823958865417,1.6718807966668419,True,28.76599423631124,40.33099066895168,1.4020370837049663,0.1673733875435651,0.8509099060149469,0.04975848091868786,1.1190470997621824,0.06114578210135955,1.4020370837049663,0.15601088287302745,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
d,lettere,1048,0.02096,50000,1.6403025093393757,0.01912880361428666,1.5024439838731536,True,47.73638968481375,63.482139759197764,1.3298479457358956,0.14157488103014862,1.0024005390956423,0.10185934312205969,1.0530524164591923,0.019455604427452703,1.3298479457358958,0.08285523746256832,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
l,lettere,1268,0.02536,50000,1.7368604971622228,0.013903107898849123,1.6342686460447906,True,39.330702446724544,57.79236705747996,1.469395750959767,0.19008526712550206,0.9156852580039191,0.047559462591993486,1.0951035377370772,0.0575091124837038,1.469395750959767,0.1290658653888184,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
u,lettere,693,0.01386,50000,1.5691529444249164,0.02138046152982869,1.4081283743111008,True,72.08236994219654,94.6458422909928,1.3130234531257796,0.13533086000609515,1.014909730678129,0.0901942016310137,1.0405880525307818,0.05437127690665894,1.3130234531257796,0.07131308539885141,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
m,lettere,779,0.01558,50000,1.3594122881310675,0.023488773565091308,1.2073612532643376,True,63.97943444730077,71.46798358836506,1.1170461915732084,0.05528750012120877,1.018177954743156,0.04398874195940999,0.9934891263210451,0.030998867182382057,1.1170461915732084,-0.018115334099485583,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
w,lettere,348,0.00696,50000,1.5370303731144301,0.017622943954281926,1.4068823876508632,True,143.61671469740634,220.16998177744574,1.5330387012495972,0.210434487632044,0.977694838521924,0.06203877535421123,1.1798944731510452,0.03472908661885498,1.5330387012495972,0.3349800721843221,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
c,lettere,1057,0.02114,50000,1.542059902240046,0.02007199318536634,1.3885213586099983,True,47.20075757575758,56.48113755847582,1.1966150642354239,0.0895082017039065,0.8844852003345846,0.08042677267901706,0.9371715010468367,0.043835305133575767,1.1966150642354239,-0.11590692964656946,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
f,lettere,639,0.01278,50000,1.4739415415377326,0.017443873976544826,1.3566971577863616,True,78.17241379310344,99.03121809683921,1.2668307564218515,0.11771092996948686,0.9687053264102837,0.05207387988789947,0.956118819767572,0.1102386118812666,1.2668307564218515,-0.0925877484595523,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
g,lettere,721,0.01442,50000,1.3823581332599815,0.022247388194252284,1.2196956871706148,True,68.98472222222222,70.7184355292576,1.0251318444314457,0.012409979380133395,1.041157310832517,0.051113688289189455,1.0699658143193211,0.006710757045310873,1.0251318444314457,0.18298502956585055,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
y,lettere,390,0.0078,50000,1.4606834568674223,0.02039510659379527,1.317094421541892,True,127.26735218508998,167.73375899204032,1.3179637677076714,0.1371737436699102,0.9658147124561385,0.08539372496515613,1.1543341815859878,0.024356807482001606,1.3179637677076714,0.33501133866502786,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
p,lettere,863,0.01726,50000,1.5141617661290332,0.022163032259856146,1.3593153394040112,True,57.62412993039443,71.39761411228102,1.239022857239214,0.10675320105214861,1.0408672406259474,0.04150293590069637,1.0102301678031405,0.05428260420248988,1.239022857239214,0.019896788281556332,lettera,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
the,parole,111,0.00222,50000,1.725413841414641,0.014972827587307481,1.6069494888814706,True,273.27272727272725,764.3988332759245,2.7972013193729777,0.4732962959334863,0.9364835009703666,0.006424846967641456,1.5409443276165302,0.03329939717335575,2.7972013193729777,0.7457044472181923,funzione,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
and,parole,53,0.00106,50000,1.5117893562044,0.018701443247059177,1.3789009871945372,True,845.9038461538462,2566.9868982274124,3.0346083776530666,0.5042889389023177,0.9163630232783463,0.01244114302614576,1.406911037354674,0.007701969192359599,3.0346083776530666,0.7950752246441027,funzione,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
to,parole,54,0.00108,50000,1.496618817745934,0.024881839695545905,1.3206411990407811,True,812.0566037735849,1960.7558826508166,2.414555676955628,0.41427225407459956,1.0264127305421227,0.039075856373497746,1.3916317133049239,0.04529881129852995,2.414555676955628,0.7885962015746235,funzione,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
of,parole,82,0.00164,50000,1.563247318667822,0.01923845169523245,1.4084133099963037,True,350.98765432098764,598.2671956121939,1.704524897804703,0.2604985808696288,0.9419769768701549,0.0668409230111461,1.5150289851402112,0.029580795540461287,1.704524897804703,0.9143922537586944,funzione,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
he,parole,21,0.00042,50000,1.3535669270102417,0.01407707664483427,1.3144498837901124,True,1862.85,3959.0250032445856,2.1252516323078003,0.3600515301473095,0.9521669597861632,0.03642584192408352,1.2047008128220658,0.028885277976049645,2.1252516323078,0.5789591649677579,funzione,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
in,parole,37,0.00074,50000,1.3105256507570402,0.010785293773754489,1.2222485537554586,True,1249.3055555555557,2183.4795797984525,1.7477546386380052,0.2721329729093457,0.927339581910243,0.04095829388067626,1.225105012250959,0.03054803601414072,1.7477546386380052,0.7249159987336585,funzione,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
prince,parole,6,0.00012,50000,,,,False,,,,,,,,,,,keyword,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
pierre,parole,0,0.0,50000,,,,False,,,,,,,,,,,keyword,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
andrew,parole,0,0.0,50000,,,,False,,,,,,,,,,,keyword,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
natásha,parole,0,0.0,50000,,,,False,,,,,,,,,,,keyword,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
rostóv,parole,0,0.0,50000,,,,False,,,,,,,,,,,keyword,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
princess,parole,0,0.0,50000,,,,False,,,,,,,,,,,keyword,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
will,parole,4,8e-05,50000,,,,False,,,,,,,,,,,keyword,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
all,parole,13,0.00026,50000,,,,False,,,,,,,,,,,appaiata,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
an,parole,23,0.00046,50000,1.122820848727549,0.017883114606702617,1.0514556139772857,True,2025.409090909091,2675.3952384307972,1.3209159820794347,0.1382712621039857,0.9470410052338479,0.0040560074863503996,1.1122063502429738,0.029961907665157925,1.3209159820794347,0.9135773885741401,appaiata,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
them,parole,1,2e-05,50000,,,,False,,,,,,,,,,,appaiata,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
could,parole,1,2e-05,50000,,,,False,,,,,,,,,,,appaiata,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
about,parole,5,0.0001,50000,,,,False,,,,,,,,,,,appaiata,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
more,parole,2,4e-05,50000,,,,False,,,,,,,,,,,appaiata,riferimento,Qwen3.5-4B-Base_T1.0_s3,llm,Qwen3.5-4B-Base,1.0,3,True,4.0,False,True,True,0.9658545367258762,0.74176,0.3939920556107249,1.0,sweep_qwen3.5-4b-base.jsonl
