sequenza,livello,n_eventi,n_chars,frequenza,gamma,gamma_se,gamma_stretto,stimabile,mean_tau,sigma_tau,cv_tau,B_goh,gamma_A1,gamma_A2,tipo,corpus,titolo
which,parole,37,80000,0.0004625,1.0534796055573419,0.012086733632074777,0.9667933368451707,True,2162.722222222222,2723.3651726296393,1.2592302167364564,0.1147427184782099,1.0190388905926282,1.0834342486862818,appaiata,wikipedia,Adolf Hitler
be,parole,32,80000,0.0004,1.157816938615057,0.004507708388788311,1.1729491318700798,True,2404.0967741935483,3037.012966220139,1.2632656883119449,0.11632115914252264,0.9520347987686156,1.0721844500109172,appaiata,wikipedia,Adolf Hitler
vocali,vc,25128,80000,0.3141,1.1456514093848995,0.006263289053388609,1.1164501746988178,True,3.1837863652644565,1.5880242456412426,0.4987848000628446,-0.33441438685269514,0.9829045253881837,1.0479990042344423,vocali,wikipedia,Alexander the Great
spazio,lettere,12602,80000,0.157525,1.2636029714425143,0.013982799533202521,1.175887413646571,True,6.347670819776209,3.045134737011224,0.47972474053381714,-0.35160273070685516,0.9494752080860192,0.9460386415061208,spazio,wikipedia,Alexander the Great
e,lettere,8171,80000,0.1021375,1.1547662873388262,0.004311159486498846,1.1384895907509427,True,9.787392900856792,8.192623040372888,0.8370587676781325,-0.0886967990293581,1.0266090755261692,0.9647746906031515,lettera,wikipedia,Alexander the Great
a,lettere,6479,80000,0.0809875,1.2718708574708766,0.011974091344984726,1.1957418478121733,True,12.346403210867551,11.194262513923528,0.9066820775843538,-0.04894257071628541,0.9652987251119544,1.032728500506981,lettera,wikipedia,Alexander the Great
t,lettere,5300,80000,0.06625,1.1610907712332914,0.013649329472130498,1.0720405904700139,True,15.090205699188527,13.46957256150942,0.892603641727279,-0.0567452983313009,0.9671223379934474,0.955445545254912,lettera,wikipedia,Alexander the Great
n,lettere,4726,80000,0.059075,1.2209465559585224,0.006541876530724956,1.1858866627625142,True,16.92867724867725,13.95413258883153,0.8242895994677824,-0.09631716399823761,1.049006518702285,0.9987557159358147,lettera,wikipedia,Alexander the Great
i,lettere,4699,80000,0.0587375,1.105013700159478,0.011376582440487547,1.0362013779872108,True,17.026181353767562,15.38711861065904,0.9037328036714569,-0.050567598637207035,0.9684325962545755,1.0199425843638816,lettera,wikipedia,Alexander the Great
s,lettere,4284,80000,0.05355,1.1413591469256013,0.005708093327503541,1.1112407684501613,True,18.660751809479336,17.395917694886393,0.9322195521645366,-0.03507906115510191,0.9873142730644179,0.9709448677852485,lettera,wikipedia,Alexander the Great
o,lettere,4194,80000,0.052425,1.1217851122927314,0.007315344479064067,1.0717227295005936,True,19.074648223229193,16.9788796951624,0.8901280640387089,-0.058129360677563545,0.967134936938169,0.9426822731948136,lettera,wikipedia,Alexander the Great
r,lettere,4140,80000,0.05175,1.0394601215822665,0.02142319169071193,1.145648231967859,True,19.313360715148587,16.408898515622585,0.8496138376762226,-0.08130678915806357,0.9985569773301372,1.0104114618766806,lettera,wikipedia,Alexander the Great
h,lettere,3407,80000,0.0425875,1.210096140796486,0.006111286888437571,1.1758419291428552,True,23.439224897240166,20.717375992244577,0.8838763262467748,-0.06164081587275796,0.9160449169498092,1.0435770936927078,lettera,wikipedia,Alexander the Great
d,lettere,3139,80000,0.0392375,1.1932209273650574,0.006119528142894534,1.155658628051125,True,25.48916507329509,23.244594365869663,0.9119402027892606,-0.04605781973843751,0.9312843551180752,1.0123566678147211,lettera,wikipedia,Alexander the Great
l,lettere,2690,80000,0.033625,1.159188809051222,0.008975222604053607,1.1301844585634717,True,29.746746002231312,27.81010579600944,0.9348957292311366,-0.0336474311175071,1.0057201979757402,0.9629401887451458,lettera,wikipedia,Alexander the Great
c,lettere,1948,80000,0.02435,1.2312126936920478,0.01686968908642847,1.1337593156935089,True,41.07241910631741,38.98628628699054,0.9492084258799843,-0.02605753876581233,0.9665086500121026,0.9705212085729871,lettera,wikipedia,Alexander the Great
u,lettere,1585,80000,0.0198125,1.0087169916432812,0.00358287879626143,1.0171296992029117,True,50.44570707070707,50.89591108835397,1.0089245258673025,0.004442439600088856,0.9843805400032849,1.0580930354490306,lettera,wikipedia,Alexander the Great
m,lettere,1506,80000,0.018825,1.030209137953936,0.008496513244229316,1.0715885937492038,True,53.01461794019934,52.70540919596557,0.9941674814183787,-0.0029247887331272696,0.9777327569226681,0.9695373738587102,lettera,wikipedia,Alexander the Great
p,lettere,1484,80000,0.01855,1.2164124386680932,0.00859465091975291,1.159802838052149,True,53.76466621712744,55.627416737806335,1.0346463700370838,0.01702820231923265,0.9731812749464362,1.0147206059371543,lettera,wikipedia,Alexander the Great
f,lettere,1335,80000,0.0166875,1.0201949843925044,0.0033784337509912238,1.0040576198494011,True,59.92503748125937,55.68986638622527,0.9293255161274019,-0.03663170537155286,0.9482121940763834,0.9269624010890624,lettera,wikipedia,Alexander the Great
g,lettere,1224,80000,0.0153,1.03410742617862,0.001506277102349085,1.0401389585297942,True,65.36631234668847,61.15602040257444,0.9355892692587036,-0.03327706542099431,0.9993081323690297,0.9596025624078419,lettera,wikipedia,Alexander the Great
y,lettere,1004,80000,0.01255,1.1082489028360887,0.0037786681367929097,1.108981083431815,True,79.39282153539382,77.3288286013008,0.9740027763949304,-0.013169800932371382,1.0210380363488003,0.9901731087261977,lettera,wikipedia,Alexander the Great
w,lettere,913,80000,0.0114125,1.0852742722609163,0.004312463071825815,1.0692761372666828,True,87.57127192982456,87.13980192420854,0.9950729275011355,-0.0024696202484365895,0.9606176046571386,1.021873212910311,lettera,wikipedia,Alexander the Great
the,parole,928,80000,0.0116,1.2504964456717944,0.0154434832535345,1.1487532024501141,True,86.09277238403452,80.66362187324268,0.9369383705455088,-0.03255737529569974,1.012802185028656,1.017148070031543,funzione,wikipedia,Alexander the Great
of,parole,573,80000,0.0071625,1.1429888782924575,0.011977258965103025,1.0648163530829617,True,139.75524475524475,132.0263449156223,0.9446968888133095,-0.028437907987006388,0.9491524250808229,1.0217473009734508,funzione,wikipedia,Alexander the Great
and,parole,427,80000,0.0053375,1.1055672704135564,0.007772830630750754,1.0522625786456679,True,185.63849765258215,164.100502409085,0.8839788324305179,-0.06158305261837965,0.9722570423302183,1.0140949497707143,funzione,wikipedia,Alexander the Great
to,parole,357,80000,0.0044625,1.1449677790880628,0.005699600152056335,1.1150511641818366,True,223.73876404494382,217.17142385264785,0.9706472849247673,-0.01489496131539002,0.9300474265809945,1.0122027167668783,funzione,wikipedia,Alexander the Great
his,parole,284,80000,0.00355,1.2625588172883964,0.0050578150655294024,1.2269112908565178,True,279.59010600706716,376.8481571120961,1.3478594163935491,0.14816024075576117,0.969391851864183,1.1480966862237432,funzione,wikipedia,Alexander the Great
in,parole,268,80000,0.00335,0.986165041511889,0.0028290102795319226,0.9955450233086276,True,297.32958801498125,284.28832788100624,0.9561387071463674,-0.02242238379793518,0.9913340631647211,0.9647928636789801,funzione,wikipedia,Alexander the Great
alexander,parole,377,80000,0.0047125,1.1637807383730396,0.017852577215013855,1.0504485990987964,True,211.60106382978722,219.02918015384446,1.0351043430009994,0.017249406951406754,0.9585471337090469,1.0574375908694422,keyword,wikipedia,Alexander the Great
alexander's,parole,87,80000,0.0010875,1.1888406927083512,0.0025525390763345454,1.1767172263612178,True,870.1976744186046,1139.8051724103343,1.3098232802930203,0.1341328936011575,0.9997385887943974,1.1629132996491298,keyword,wikipedia,Alexander the Great
philip,parole,59,80000,0.0007375,1.5521896986457417,0.021395825154485744,1.4154905767078672,True,1053.7413793103449,2457.855273602783,2.332503327535079,0.399850561745929,1.0097252733034674,1.4163144734497746,keyword,wikipedia,Alexander the Great
bc,parole,47,80000,0.0005875,0.9571001476666033,0.009016329884475838,1.004756934915238,True,1693.391304347826,1532.2871427779799,0.9048630041053081,-0.04994427194483557,0.9630526583322719,0.9603967819912822,keyword,wikipedia,Alexander the Great
persian,parole,47,80000,0.0005875,1.2398840056673281,0.0088239731184014,1.2487472798118395,True,1712.891304347826,2453.3971117458145,1.4323133671811896,0.17773752881282642,0.9984657869324773,1.1794760644039,keyword,wikipedia,Alexander the Great
greek,parole,46,80000,0.000575,1.4262408065910541,0.019796765643735073,1.2922999733594132,True,1680.088888888889,3490.480807087537,2.0775572234133004,0.35013393584220276,0.9750583115184348,1.312093996242414,keyword,wikipedia,Alexander the Great
death,parole,39,80000,0.0004875,1.2314652061046691,0.0046476432773362355,1.2482875640808007,True,1804.3684210526317,2987.818443243603,1.655880477835325,0.24695406412637227,1.0317455219110567,1.2201332914870922,keyword,wikipedia,Alexander the Great
was,parole,181,80000,0.0022625,1.186019092692912,0.00933626509676015,1.127303122567196,True,442.95,555.9487966756827,1.2551050833630946,0.11312336850513857,1.0449191154529172,1.1122443242736162,appaiata,wikipedia,Alexander the Great
at,parole,93,80000,0.0011625,1.0914808183191278,0.006495706133061032,1.0834594229865948,True,856.6304347826087,984.992694984808,1.149845551815789,0.06970061253434111,0.9313518911813622,1.1044869281423935,appaiata,wikipedia,Alexander the Great
which,parole,53,80000,0.0006625,0.9819459539464425,0.006354701857816799,0.9733640769244106,True,1502.5961538461538,1298.8196792475096,0.8643837373887566,-0.0727405307671191,1.0244042419874893,0.954639123774896,appaiata,wikipedia,Alexander the Great
him,parole,49,80000,0.0006125,1.0842498201385442,0.008346536206472325,1.0408024149831037,True,1524.3541666666667,1807.1514259055552,1.1855193926863377,0.08488572250018155,0.9342830007629556,1.0683700125326672,appaiata,wikipedia,Alexander the Great
an,parole,43,80000,0.0005375,1.1133937996067353,0.0072121971579378105,1.0629775892330409,True,1831.7380952380952,1981.2852327808098,1.0816422052538444,0.03922009509981502,0.991857330590849,1.0990645737934672,appaiata,wikipedia,Alexander the Great
who,parole,41,80000,0.0005125,1.0085583113821488,0.01209286854155927,0.9631761397728252,True,1805.9,1762.5970029680057,0.9760213760274686,-0.012134799888013996,1.015480268786501,1.0036744047246011,appaiata,wikipedia,Alexander the Great
not,parole,37,80000,0.0004625,1.0741410345978009,0.011961885020885663,1.037815867673568,True,1823.3333333333333,2230.651628048245,1.2233921177595495,0.10047355838638823,0.9596781641110071,1.068310657076243,appaiata,wikipedia,Alexander the Great
vocali,vc,24421,80000,0.3052625,1.2620344236110352,0.005351893396138257,1.241367316291707,True,3.2756756756756755,1.6808037990324816,0.5131166713217972,-0.32177513995195184,0.9978898826343053,1.0443491249573265,vocali,wikipedia,American Civil War
spazio,lettere,12537,80000,0.1567125,1.1443148350520016,0.006990803998857306,1.1176140704837936,True,6.381142310146777,2.994062759913468,0.46920482484030346,-0.36128058265626223,1.0550777539307699,1.0053975618295743,spazio,wikipedia,American Civil War
e,lettere,8217,80000,0.1027125,1.1335517414915426,0.005823921597038107,1.1603765883512978,True,9.735637779941577,8.38868470454034,0.8616471662312277,-0.07431743043385487,1.0179443905338317,1.0663157320993302,lettera,wikipedia,American Civil War
t,lettere,5889,80000,0.0736125,1.2002914294604436,0.012418804798203231,1.1230230558801173,True,13.586616847826088,12.297676868529555,0.9051316458149206,-0.04979621980112533,1.0420289930186717,0.9503238091045226,lettera,wikipedia,American Civil War
a,lettere,5256,80000,0.0657,1.1507217214433212,0.002926394543218178,1.1439615602867532,True,15.221693625118935,12.979667908369615,0.8527085242965662,-0.07950061964515291,0.9554154656264369,0.9962491479580017,lettera,wikipedia,American Civil War
n,lettere,5223,80000,0.0652875,1.0816732729463672,0.007837764226531778,1.0401069307289763,True,15.316736882420528,13.11743341562024,0.8564117485543221,-0.07734720034900504,0.9380668449928692,0.9761094195781282,lettera,wikipedia,American Civil War
o,lettere,4798,80000,0.059975,1.085547523058696,0.003676445625456687,1.0759531333891734,True,16.662288930581614,14.012779435346069,0.8409876634432445,-0.08637338517486359,0.9936818927487855,0.9830387614754684,lettera,wikipedia,American Civil War
i,lettere,4474,80000,0.055925,1.194170161144989,0.008672802386914352,1.1564963246202187,True,17.88084059915046,17.50122336663964,0.9787696092694402,-0.010729086716870501,1.0270660158135598,1.0160810408640337,lettera,wikipedia,American Civil War
r,lettere,4421,80000,0.0552625,1.1050071902313512,0.0026755207895426355,1.096561444152638,True,18.09524886877828,14.941697815537127,0.8257249139754954,-0.09545528172972265,0.9870843345885368,1.0100478432826197,lettera,wikipedia,American Civil War
s,lettere,4049,80000,0.0506125,1.2090341218702445,0.0058529364999578715,1.1723549287224033,True,19.746541501976285,19.60509527411051,0.9928369113218323,-0.003594417906188047,1.0243953298280852,1.0039910399200276,lettera,wikipedia,American Civil War
h,lettere,2901,80000,0.0362625,1.1464394683163497,0.005094863276730596,1.1396948510674896,True,27.58551724137931,24.353055908619638,0.8828203471961418,-0.062236236706470605,0.9539713906726107,0.9581090835502959,lettera,wikipedia,American Civil War
d,lettere,2760,80000,0.0345,1.0933526972869099,0.0031999907549376465,1.089285029764224,True,28.954693729612178,26.086605749589545,0.9009456633592564,-0.052107926360030574,0.9818881853679834,0.9780712493075931,lettera,wikipedia,American Civil War
l,lettere,2580,80000,0.03225,1.115061081566808,0.005863073629789366,1.1542064212059937,True,30.986041101202016,31.815699740727116,1.0267752384635196,0.013210758625518612,0.9905358807040794,1.000969802734673,lettera,wikipedia,American Civil War
c,lettere,2225,80000,0.0278125,1.196742755881236,0.00776665435025511,1.1519189186421217,True,35.90107913669065,33.444929506221804,0.9315856322558651,-0.035418759904646296,0.9825958292960112,1.0117343364853435,lettera,wikipedia,American Civil War
u,lettere,1676,80000,0.02095,1.0856778464168801,0.0032936789757346016,1.0748166130800547,True,47.67283582089552,44.5782755247817,0.9350875557783068,-0.03354496494376191,0.9856761605532802,0.9890461512882792,lettera,wikipedia,American Civil War
f,lettere,1592,80000,0.0199,1.0530167668429498,0.004511144109113867,1.024027844512404,True,50.09742300439975,48.11490373998867,0.960426721665165,-0.020186053320688253,1.0200088534368323,1.03910441634427,lettera,wikipedia,American Civil War
m,lettere,1488,80000,0.0186,1.278147043796258,0.010872659957914093,1.2070268320831221,True,53.70813718897108,52.0212021400852,0.9685906989670777,-0.01595522169712716,0.9750363537369472,0.975022343824487,lettera,wikipedia,American Civil War
p,lettere,1174,80000,0.014675,1.1255058514137344,0.003656753017085969,1.1074136883882422,True,68.14492753623189,76.3982479423969,1.1211142296948928,0.0570993433542305,0.9479288838944857,1.0377738239442231,lettera,wikipedia,American Civil War
g,lettere,1132,80000,0.01415,1.141713596516367,0.007331591589084351,1.1819842146918966,True,70.28470380194518,73.85584095855504,1.0508095924637164,0.02477538268322455,0.9824688217297909,0.951943293835559,lettera,wikipedia,American Civil War
w,lettere,1082,80000,0.013525,1.2448412265830306,0.01002766667429308,1.1794199552703297,True,73.96114708603145,75.04576608691436,1.0146647130772768,0.0072789844295615995,0.9842562501452319,0.9624199846743426,lettera,wikipedia,American Civil War
y,lettere,932,80000,0.01165,1.047501110815725,0.010673252127391897,1.1126700990985463,True,85.828141783029,78.56709003963431,0.91540010546016,-0.04416826244223033,0.9785401284688034,0.9862880056087976,lettera,wikipedia,American Civil War
the,parole,1138,80000,0.014225,1.2498947917809027,0.01060706982117021,1.1897372724796875,True,70.34036939313984,59.752815929319574,0.8494811222180922,-0.08138438179968538,0.9676217182364413,0.9864830154689566,funzione,wikipedia,American Civil War
of,parole,455,80000,0.0056875,1.3158395474356972,0.020245430045022512,1.19099446435894,True,175.16960352422907,179.6200056983717,1.0254062467723006,0.012543778223646818,0.9567664314350243,1.0771043610378637,funzione,wikipedia,American Civil War
and,parole,357,80000,0.0044625,0.9749893456111122,0.003375845977329354,0.9867703524596935,True,224.27808988764045,203.0298074910734,0.9052592145438189,-0.04972592953912844,1.0257509087339327,0.9796067557492366,funzione,wikipedia,American Civil War
